json_file,taxon_name,medical_condition,medicinal_effect,decision
48537506.json_chunk_14.json,panax,,hypotensive,No
48537506.json_chunk_14.json,panax,,antihyperglycemic,No
48537506.json_chunk_14.json,panax,,diuretic,No
48537506.json_chunk_14.json,panax,,hypertensive,No
48537506.json_chunk_14.json,ephedra sinica,thyroid disease,,No
48537506.json_chunk_14.json,ephedra sinica,hypertension,,No
48537506.json_chunk_14.json,ephedra sinica,diabetes mellitus,,No
48537506.json_chunk_14.json,ephedra sinica,cardiac rhythm disorders,,No
48537506.json_chunk_14.json,ephedra sinica,seizures,,No
48537506.json_chunk_14.json,ephedra sinica,,stimulant,No
48537506.json_chunk_14.json,s. tetrandra,hypertension,,Yes
48537506.json_chunk_14.json,s. tetrandra,,antineoplastic,Yes
48537506.json_chunk_14.json,s. tetrandra,,immunosuppressive,Yes
48537506.json_chunk_14.json,s. tetrandra,,mutagenic,Yes
48537506.json_chunk_14.json,salvia miltiorrhiza,angina pectoris,,Yes
48537506.json_chunk_14.json,salvia miltiorrhiza,acute myocardial infarction,,Yes
48537506.json_chunk_14.json,salvia miltiorrhiza,ischemic and thrombotic disorders,,Yes
48537506.json_chunk_14.json,salvia miltiorrhiza,,circulatory stimulant,Yes
48537506.json_chunk_14.json,salvia miltiorrhiza,,cooling,Yes
48537506.json_chunk_14.json,salvia miltiorrhiza,,sedative,Yes
48537506.json_chunk_14.json,salvia miltiorrhiza,,antianginal,Yes
48537506.json_chunk_15.json,ginkgo,tinnitus,,No
48537506.json_chunk_15.json,ginkgo,cerebrovascular disease,,No
48537506.json_chunk_15.json,ginkgo,memory,,No
48537506.json_chunk_15.json,ginkgo,sexual dysfunction,,No
48537506.json_chunk_15.json,ginkgo,multiple sclerosis,,No
48537506.json_chunk_15.json,ginkgo,cardiac dysfunction,,No
48537506.json_chunk_15.json,ginkgo,cns hemorrhage,,No
48537506.json_chunk_15.json,ginkgo,peripheral vascular disease,,No
48537506.json_chunk_15.json,ginkgo,reperfiision injury,,No
48537506.json_chunk_15.json,ginkgo,vertigo,,No
48537506.json_chunk_15.json,ginkgo,shock,,No
48537506.json_chunk_15.json,ginkgo,cerebral insufficiency,,Yes
48537506.json_chunk_15.json,ginkgo,hyphema,,No
48537506.json_chunk_15.json,ginkgo,intracerebral hemorrhage,,No
48537506.json_chunk_15.json,ginkgo,affective disorders,,No
48537506.json_chunk_15.json,ginkgo,hearing loss,,No
48537506.json_chunk_15.json,ginkgo,intermittent claudication,,No
48537506.json_chunk_15.json,ginkgo,mood,,No
48537506.json_chunk_15.json,ginkgo,retinal disorders,,No
48537506.json_chunk_15.json,ginkgo,diabetic retinopathy,,No
48537506.json_chunk_15.json,ginkgo,,anti-inflammatory,Yes
48537506.json_chunk_15.json,ginkgo,,decreased blood viscosity,Yes
48537506.json_chunk_15.json,ginkgo,,free radical scavenging,Yes
48537506.json_chunk_15.json,ginkgo,,vasodilation,Yes
48537506.json_chunk_15.json,ginkgo,,antiplatelet,Yes
48537506.json_chunk_15.json,ginkgo,,protection against postischemic oxidative damage,Yes
48537506.json_chunk_15.json,ginkgo,,platelet antagonism,Yes
48537506.json_chunk_15.json,ginkgo,,vasoregulation,Yes
48537506.json_chunk_15.json,angelica sinensis,uterine hypotonia,,Yes
48537506.json_chunk_15.json,angelica sinensis,hypertension,,No
48537506.json_chunk_15.json,angelica sinensis,anemia,,Yes
48537506.json_chunk_15.json,angelica sinensis,dysmenorrhea,,Yes
48537506.json_chunk_15.json,angelica sinensis,irregular menstruation,,Yes
48537506.json_chunk_15.json,angelica sinensis,postpartum weakness,,Yes
48537506.json_chunk_15.json,angelica sinensis,,antithrombotic,Yes
48537506.json_chunk_15.json,angelica sinensis,,estrogenic,Yes
48537506.json_chunk_15.json,glycyrrhiza glabra,hypertension,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,muscle weakness,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,stomachache,,Yes
48537506.json_chunk_15.json,glycyrrhiza glabra,liver cirrhosis,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,kidney diseases,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,pulmonary edema,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,torsades de pointes,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,hypertensive encephelopathy,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,pyogenic infection,,Yes
48537506.json_chunk_15.json,glycyrrhiza glabra,palpitation,,Yes
48537506.json_chunk_15.json,glycyrrhiza glabra,hypokalemia,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,chf,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,pseudoaldosteronism,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,edema,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,gastritis,,Yes
48537506.json_chunk_15.json,glycyrrhiza glabra,cholestatic liver disorders,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,asthenia,,Yes
48537506.json_chunk_15.json,glycyrrhiza glabra,pharyngolaryngitis,,Yes
48537506.json_chunk_15.json,glycyrrhiza glabra,dilated cardiomyopathy,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,lethargy,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,ulceration of the skin,,Yes
48537506.json_chunk_15.json,glycyrrhiza glabra,cardiac arrest,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,heart feilure,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,hypertonia,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,peptic ulcer,,Yes
48537506.json_chunk_15.json,glycyrrhiza glabra,apparent mineralocorticoid excess syndrome,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,acute renal failure,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,cardiovascular diseases,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,arrhythmias,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,pregnancy,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,sodium and water retention,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,headache,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,severe ventricular tachycardia,,No
48537506.json_chunk_15.json,glycyrrhiza glabra,cough,,Yes
48537506.json_chunk_15.json,hydrastis canadensis l,infectious diarrhea,,Yes
48537506.json_chunk_15.json,hydrastis canadensis l,dysentery,,Yes
48537506.json_chunk_15.json,hydrastis canadensis l,,positive inotropic,Yes
48537506.json_chunk_15.json,hydrastis canadensis l,,vasodilator,Yes
48537506.json_chunk_15.json,hydrastis canadensis l,,antimicrobial,Yes
48537506.json_chunk_15.json,hydrastis canadensis l,,antiarrhythmic,Yes
48537506.json_chunk_15.json,hydrastis canadensis l,,negative chronotropic,Yes
48537506.json_chunk_15.json,ephedra,,stimulant,No
48537506.json_chunk_16.json,atractylodes macrocephala,,hypoglycemic,No
48537506.json_chunk_16.json,xanthium sibiricum,,hypoglycemic,Yes
48537506.json_chunk_16.json,atractylodes lancea,,hypoglycemic,Yes
48537506.json_chunk_16.json,catharanthus roseus,,hypoglycemic,Yes
48537506.json_chunk_16.json,salvia miltiorrhiza,,hypoglycemic,Yes
48537506.json_chunk_16.json,lycium chinense,,hypoglycemic,Yes
48537506.json_chunk_16.json,rehmannia glutinosa,,hypoglycemic,Yes
48537506.json_chunk_16.json,lycium barharum,,hypoglycemic,Yes
48537506.json_chunk_16.json,polygonatum spp,,hypoglycemic,Yes
48537506.json_chunk_16.json,platycodon grandiflorum,,hypoglycemic,Yes
48537506.json_chunk_16.json,hordeum vulgare l,,hypoglycemic,Yes
48537506.json_chunk_16.json,morus alba l,,hypoglycemic,Yes
48537506.json_chunk_16.json,agrimonia pilosa,,hypoglycemic,Yes
48537506.json_chunk_16.json,scrophularia ningpoensis,,hypoglycemic,Yes
48537506.json_chunk_16.json,epimedium spp,,hypoglycemic,Yes
48537506.json_chunk_16.json,zea mays,,hypoglycemic,Yes
48537506.json_chunk_16.json,polygonatum odoratum,,hypoglycemic,Yes
48537506.json_chunk_16.json,alisma orientalis,,hypoglycemic,Yes
48537506.json_chunk_16.json,anemarrhena asphodeloides,,hypoglycemic,Yes
48537506.json_chunk_18.json,breynia officinalis,heart failure,,Yes
48537506.json_chunk_18.json,breynia officinalis,chronic contact dermatitis,,Yes
48537506.json_chunk_18.json,breynia officinalis,growth retardation,,Yes
48537506.json_chunk_18.json,breynia officinalis,contusion,,Yes
48537506.json_chunk_18.json,breynia officinalis,venereal diseases,,Yes
48537506.json_chunk_18.json,breynia officinalis,conjunctivitis,,Yes
48537506.json_chunk_18.json,polygonum multiflorum,spermatorrhea,,Yes
48537506.json_chunk_18.json,polygonum multiflorum,premature graying of hair,,Yes
48537506.json_chunk_18.json,polygonum multiflorum,leucorrhoea,,Yes
48537506.json_chunk_18.json,polygonum multiflorum,lumbago,,Yes
48537506.json_chunk_18.json,polygonum multiflorum,hair loss,,Yes
48537506.json_chunk_18.json,polygonum multiflorum,dizziness,,Yes
48537506.json_chunk_18.json,polygonum multiflorum,,laxative,Yes
48537506.json_chunk_18.json,polygonum multiflorum,,tonic,No
48537506.json_chunk_19.json,aristolochia,chinese herbs nephropathy,,No
48537506.json_chunk_19.json,aristolochia,balkan endemic nephropathy,,No
48537506.json_chunk_19.json,akebia quinata decdism,,diuretic,Yes
48537506.json_chunk_20.json,aristolochia manshuriensis,,diuretic,Yes
48537506.json_chunk_20.json,aristolochia manshuriensis,,"sthenic ""heaf'-purgative",No
48537506.json_chunk_20.json,aristolochia manshuriensis,,latent-heat-clearing,Yes
48537506.json_chunk_20.json,aristolochia manshuriensis,,lactagogue,Yes
48537506.json_chunk_20.json,aristolochia manshuriensis,,antipyretic,Yes
48537506.json_chunk_20.json,tripterygium wilfordii,renal disease,,Yes
48537506.json_chunk_20.json,tripterygium wilfordii,psoriasis,,Yes
48537506.json_chunk_20.json,gastrodia elata,hypertension,,Yes
48537506.json_chunk_20.json,gastrodia elata,vertigo,,Yes
48537506.json_chunk_20.json,gastrodia elata,apoplexy,,Yes
48537506.json_chunk_20.json,gastrodia elata,numbness of limbs,,Yes
48537506.json_chunk_20.json,gastrodia elata,headache,,Yes
48537506.json_chunk_20.json,gastrodia elata,,antihypertensive,Yes
48537506.json_chunk_20.json,gastrodia elata,,anticonvulsive,Yes
48537506.json_chunk_21.json,tripterygium wilfordii,psoriasis,,Yes
48537506.json_chunk_21.json,tripterygium wilfordii,,anti-inflammatory,Yes
48537506.json_chunk_21.json,tripterygium wilfordii,,immunosuppressive,Yes
48537506.json_chunk_21.json,tripterygium wilfordii hook,psoriasis,,Yes
48537506.json_chunk_21.json,tripterygium wilfordii hook,,anti-inflammatory,Yes
48537506.json_chunk_21.json,tripterygium wilfordii hook,,immunosuppressive,Yes
48537506.json_chunk_21.json,potentilla chinensis,atopic dermatitis,,Yes
48537506.json_chunk_21.json,tribulus terrestris,atopic dermatitis,,Yes
48537506.json_chunk_21.json,rehmannia glutinosa,atopic dermatitis,,Yes
48537506.json_chunk_21.json,lophatherum gracile,atopic dermatitis,,Yes
48537506.json_chunk_21.json,clematis armandii,atopic dermatitis,,Yes
48537506.json_chunk_21.json,dictamnus dasycarpus,atopic dermatitis,,Yes
48537506.json_chunk_21.json,paeonia lactiflora,atopic dermatitis,,Yes
48537506.json_chunk_21.json,schizonepeta tenuifolia,atopic dermatitis,,Yes
48537506.json_chunk_22.json,echinacea,,immune stimulant,Yes
48537506.json_chunk_24.json,prunella vulgaris,flu,,Yes
48537506.json_chunk_24.json,prunella vulgaris,indigestion,,Yes
48537506.json_chunk_27.json,hypericum perforatum,depression,,Yes
48537506.json_chunk_27.json,cassia senna,,laxative,Yes
48537506.json_chunk_27.json,cassia senna,,stimulant,Yes
48537506.json_chunk_27.json,rhamnus purshiana,,laxative,Yes
48537506.json_chunk_27.json,rhamnus purshiana,,stimulant,Yes
48537506.json_chunk_27.json,aloe harhadensis,,laxative,Yes
48537506.json_chunk_35.json,panax qinnquefolius l,type 2 diabetes mellitus,,Yes
355098449.json_chunk_1.json,allium sativum l,recurrent colds,,Yes
355098449.json_chunk_1.json,allium sativum l,whooping cough,,Yes
355098449.json_chunk_1.json,allium sativum l,cough,,Yes
355098449.json_chunk_1.json,allium sativum l,influenza,,Yes
355098449.json_chunk_1.json,allium sativum l,recurrent upper respiratory tract infections,,Yes
355098449.json_chunk_1.json,allium sativum l,respiratory disease,,Yes
355098449.json_chunk_1.json,allium sativum l,chronic bronchitis,,Yes
355098449.json_chunk_1.json,allium sativum l,cold,,Yes
355098449.json_chunk_1.json,allium sativum l,,antiviral,Yes
355098449.json_chunk_1.json,allium sativum l,,antiseptic,Yes
355098449.json_chunk_1.json,allium sativum l,,diaphoretic,Yes
355098449.json_chunk_1.json,allium sativum l,,bacteriostatic,Yes
355098449.json_chunk_2.json,allium sativum,,anti-inflammatory,No
355098449.json_chunk_2.json,althaea officinalis,,anti-inflammatory,No
355098449.json_chunk_2.json,andrographis paniculata,,anti-inflammatory,Yes
355098449.json_chunk_2.json,a. paniculata,,anti-inflammatory,Yes
355098449.json_chunk_2.json,commiphora molmol,,anti-inflammatory,Yes
355098449.json_chunk_2.json,c. molmol,,anti-inflammatory,Yes
355098449.json_chunk_2.json,cymbopogon citratus,,anti-inflammatory,Yes
355098449.json_chunk_2.json,c. citratus,,anti-inflammatory,Yes
355098449.json_chunk_3.json,c. citratus,,anti-inflammatory,Yes
355098449.json_chunk_3.json,eucalyptus globulus,,anti-inflammatory,Yes
355098449.json_chunk_3.json,f. vulgare,,anti-inflammatory,Yes
355098449.json_chunk_3.json,f. vulgare,,analgesic,Yes
355098449.json_chunk_4.json,hedera helix,,anti-inflammatory,Yes
355098449.json_chunk_4.json,hedera helix,,expectorant,Yes
355098449.json_chunk_4.json,hedera helix,,antispasmodic,Yes
355098449.json_chunk_4.json,justicia pectoralis,,anti-inflammatory,Yes
355098449.json_chunk_4.json,justicia pectoralis,,expectorant,Yes
355098449.json_chunk_4.json,justicia pectoralis,,immunostimulant,Yes
355098449.json_chunk_4.json,justicia pectoralis,,antiplatelet,Yes
355098449.json_chunk_4.json,malva sylvestris,,anti-inflammatory,Yes
355098449.json_chunk_5.json,mikania glomerata,throat inflammation,,Yes
355098449.json_chunk_5.json,mikania glomerata,asthma,,Yes
355098449.json_chunk_5.json,mikania glomerata,cough,,Yes
355098449.json_chunk_5.json,mikania glomerata,,bronchodilator,Yes
355098449.json_chunk_5.json,mikania glomerata,,antitussive,Yes
355098449.json_chunk_5.json,ocimum gratissimum,asthma,,Yes
355098449.json_chunk_5.json,ocimum gratissimum,fever,,Yes
355098449.json_chunk_5.json,ocimum gratissimum,influenza,,Yes
355098449.json_chunk_5.json,ocimum gratissimum,bronchitis,,Yes
355098449.json_chunk_5.json,ocimum gratissimum,cold,,Yes
355098449.json_chunk_5.json,ocimum gratissimum,,anti-inflammatory,Yes
355098449.json_chunk_5.json,ocimum gratissimum,,anti-asthma,No
355098449.json_chunk_5.json,ocimum gratissimum,,antinociceptive,Yes
355098449.json_chunk_5.json,ocimum gratissimum,,anti-tussive,Yes
355098449.json_chunk_5.json,pelargonium sidoides,common cold,,Yes
355098449.json_chunk_5.json,pelargonium sidoides,acute bronchitis,,Yes
355098449.json_chunk_5.json,pelargonium sidoides,bronchitis,,Yes
355098449.json_chunk_5.json,pelargonium sidoides,cough,,Yes
355098449.json_chunk_5.json,pelargonium sidoides,acute rhinosinusitis,,Yes
355098449.json_chunk_5.json,pelargonium sidoides,,anti-viral,Yes
355098449.json_chunk_5.json,pelargonium sidoides,,immunostimulation,Yes
355098449.json_chunk_5.json,pimpinella anisum,fever,,Yes
355098449.json_chunk_5.json,pimpinella anisum,asthma,,Yes
355098449.json_chunk_5.json,pimpinella anisum,cough,,Yes
355098449.json_chunk_5.json,pimpinella anisum,bronchial asthma,,Yes
355098449.json_chunk_5.json,pimpinella anisum,,antiplatelet,Yes
355098449.json_chunk_5.json,pimpinella anisum,,antispasmodic,Yes
355098449.json_chunk_5.json,pimpinella anisum,,bronchodilator,Yes
355098449.json_chunk_5.json,plantago lanceolata,pharyngitis,,Yes
355098449.json_chunk_5.json,plantago lanceolata,fever,,Yes
355098449.json_chunk_5.json,plantago lanceolata,bronchial catarrh,,Yes
355098449.json_chunk_5.json,plantago lanceolata,mild inflammation of the pharynx,,Yes
355098449.json_chunk_5.json,plantago lanceolata,respiratory disease,,Yes
355098449.json_chunk_5.json,plantago lanceolata,cough,,Yes
355098449.json_chunk_5.json,plantago lanceolata,,demulcent,Yes
355098449.json_chunk_6.json,p. lanceolata,dry cough,,Yes
355098449.json_chunk_6.json,p. lanceolata,irritations of oral andpharyngeal mucosa,,Yes
355098449.json_chunk_6.json,p. lanceolata,flu symptoms,,No
355098449.json_chunk_6.json,p. lanceolata,,anti-inflammatory,Yes
355098449.json_chunk_6.json,p. lanceolata,,expectorant,Yes
355098449.json_chunk_6.json,plantago lanceolata,dry cough,,Yes
355098449.json_chunk_6.json,plantago lanceolata,irritations of oral andpharyngeal mucosa,,Yes
355098449.json_chunk_6.json,plantago lanceolata,flu symptoms,,No
355098449.json_chunk_6.json,plantago lanceolata,respiratory tract disorders,,No
355098449.json_chunk_6.json,platycodon chinensis,phlegm,,Yes
355098449.json_chunk_6.json,platycodon chinensis,fever,,Yes
355098449.json_chunk_6.json,platycodon chinensis,pneumonia,,Yes
355098449.json_chunk_6.json,platycodon chinensis,upper respiratoryinfections,,Yes
355098449.json_chunk_6.json,platycodon chinensis,cough,,Yes
355098449.json_chunk_6.json,platycodon chinensis,sore throat,,Yes
355098449.json_chunk_6.json,platycodon chinensis,,anti-inflammatory,Yes
355098449.json_chunk_6.json,platycodon chinensis,,expectorant,Yes
355098449.json_chunk_6.json,platycodon chinensis,,analgesic,Yes
355098449.json_chunk_6.json,platycodon chinensis,,anticholinergic,Yes
355098449.json_chunk_6.json,platycodon chinensis,,antipyretic,Yes
355098449.json_chunk_6.json,platycodon chinensis,,anti-histaminic,Yes
355098449.json_chunk_6.json,platycodon chinensis,,antitussive,Yes
355098449.json_chunk_6.json,p. chinensis,fever,,No
355098449.json_chunk_6.json,p. chinensis,cough,,Yes
355098449.json_chunk_6.json,p. chinensis,phlegm,,No
355098449.json_chunk_6.json,p. chinensis,pneumonia,,Yes
355098449.json_chunk_6.json,p. chinensis,,anti-inflammatory,Yes
355098449.json_chunk_6.json,p. chinensis,,expectorant,Yes
355098449.json_chunk_6.json,p. chinensis,,antitussive,Yes
355098449.json_chunk_6.json,polygala senega,bronchiectasis,,Yes
355098449.json_chunk_6.json,polygala senega,respiratory symptoms,,Yes
355098449.json_chunk_6.json,polygala senega,emphysema,,Yes
355098449.json_chunk_6.json,polygala senega,catarrh of the upper respiratorytract,,Yes
355098449.json_chunk_6.json,polygala senega,respiratory disease,,No
355098449.json_chunk_6.json,polygala senega,bronchitis,,Yes
355098449.json_chunk_6.json,polygala senega,cough,,Yes
355098449.json_chunk_6.json,polygala senega,,anti-inflammatory,Yes
355098449.json_chunk_6.json,polygala senega,,expectorant,Yes
355098449.json_chunk_6.json,polygala senega,,antitussive,Yes
355098449.json_chunk_6.json,p. senega,bronchiectasis,,Yes
355098449.json_chunk_6.json,p. senega,respiratory diseases,,No
355098449.json_chunk_6.json,p. senega,,anti-inflammatory,Yes
355098449.json_chunk_6.json,polypodium vulgare,respiratory disease,,Yes
355098449.json_chunk_6.json,polypodium vulgare,respiratory symptoms,,No
355098449.json_chunk_6.json,polypodium vulgare,cough,,Yes
355098449.json_chunk_6.json,polypodium vulgare,,expectorant,Yes
355098449.json_chunk_6.json,polypodium vulgare,,antitussive,Yes
355098449.json_chunk_6.json,potentilla erecta,buccalsores,,Yes
355098449.json_chunk_6.json,potentilla erecta,minor inflammations of the oral mucosa,,Yes
355098449.json_chunk_6.json,potentilla erecta,inflammation,,Yes
355098449.json_chunk_6.json,potentilla erecta,respiratory disease,,No
355098449.json_chunk_6.json,potentilla erecta,cough,,Yes
355098449.json_chunk_6.json,potentilla erecta,,anti-viral,Yes
355098449.json_chunk_6.json,p. erecta,respiratory disease,,No
355098449.json_chunk_6.json,p. erecta,,anti-viral,Yes
355098449.json_chunk_7.json,primula veris,,anti-inflammatory,Yes
355098449.json_chunk_7.json,p. veris,,anti-inflammatory,Yes
355098449.json_chunk_7.json,salix alba,common cold,,Yes
355098449.json_chunk_7.json,salix alba,osteoarthritis,,Yes
355098449.json_chunk_7.json,salix alba,rheumatic pain,,Yes
355098449.json_chunk_7.json,salix alba,low back pain,,Yes
355098449.json_chunk_7.json,salix alba,back pain,,Yes
355098449.json_chunk_7.json,salix alba,flu,,Yes
355098449.json_chunk_7.json,salix alba,,anti-inflammatory,Yes
355098449.json_chunk_7.json,salix alba,,antipyretic,Yes
355098449.json_chunk_7.json,salix alba,,antiplatelet,Yes
355098449.json_chunk_7.json,salix alba,,analgesic,Yes
355098449.json_chunk_7.json,salix,,anti-inflammatory,No
355098449.json_chunk_7.json,salix,,antipyretic,Yes
355098449.json_chunk_7.json,salix,,antiplatelet,No
355098449.json_chunk_7.json,sambucus nigra,inflammation of the respiratory tract,,Yes
355098449.json_chunk_7.json,sambucus nigra,headaches,,Yes
355098449.json_chunk_7.json,sambucus nigra,fever,,Yes
355098449.json_chunk_7.json,sambucus nigra,flu,,Yes
355098449.json_chunk_7.json,sambucus nigra,cold,,Yes
355098449.json_chunk_7.json,sambucus nigra,,anti-inflammatory,Yes
355098449.json_chunk_7.json,sambucus nigra,,antipyretic,Yes
355098449.json_chunk_7.json,sambucus nigra,,expectorant,Yes
355098449.json_chunk_7.json,s. nigra,cold,,Yes
355098449.json_chunk_7.json,scutellaria baicalensis,fever,,Yes
355098449.json_chunk_7.json,scutellaria baicalensis,bronchitis,,Yes
355098449.json_chunk_7.json,scutellaria baicalensis,,antiviral,Yes
355098449.json_chunk_7.json,scutellaria baicalensis,,anti-inflammatory,Yes
355098449.json_chunk_7.json,silybum marianum,fever,,Yes
355098449.json_chunk_7.json,silybum marianum,catarrh,,Yes
355098449.json_chunk_7.json,silybum marianum,,anti-inflammatory,Yes
355098449.json_chunk_7.json,s. marianum,,anti-inflammatory,Yes
355098449.json_chunk_7.json,thymus vulgaris,productive cough,,Yes
355098449.json_chunk_7.json,thymus vulgaris,laryngitis,,Yes
355098449.json_chunk_7.json,thymus vulgaris,cold,,Yes
355098449.json_chunk_7.json,thymus vulgaris,tonsilitis,,Yes
355098449.json_chunk_8.json,t. vulgaris,,anti-inflammatory,Yes
355098449.json_chunk_8.json,t. vulgaris,,myorelaxant,Yes
355098449.json_chunk_8.json,tilia cordata,,anti-inflammatory,Yes
355098449.json_chunk_8.json,tilia cordata,,anxiolytic,Yes
355098449.json_chunk_8.json,zingiber officinale,,anti-inflammatory,Yes
355098449.json_chunk_8.json,zingiber officinale,,expectorant,Yes
355098449.json_chunk_8.json,zingiber officinale,,anti-platelet,Yes
355098449.json_chunk_8.json,citrus limon,,anti-inflammatory,Yes
355098449.json_chunk_8.json,citrus limon,,anti-platelet,Yes
355098449.json_chunk_8.json,culcitium canescens,,anti-inflammatory,Yes
355098449.json_chunk_8.json,laurus nobilis,,anti-viral,Yes
355098449.json_chunk_8.json,laurus nobilis,,anti-inflammatory,Yes
355098449.json_chunk_8.json,laurus nobilis,,sedative,Yes
355098449.json_chunk_8.json,laurus nobilis,,analgesic,Yes
355098449.json_chunk_8.json,l. nobilis,,anti-inflammatory,Yes
355098449.json_chunk_8.json,l. nobilis,,sedative,Yes
355098449.json_chunk_8.json,l. nobilis,,analgesic,Yes
355098449.json_chunk_8.json,lippia graveolens,,anti-inflammatory,Yes
355098449.json_chunk_9.json,lippia graveolens,,anti-inflammatory,Yes
355098449.json_chunk_9.json,nigella sativa,asthma,,Yes
355098449.json_chunk_9.json,nigella sativa,cough,,Yes
355098449.json_chunk_9.json,plectranthus amboinicus,fever,,Yes
355098449.json_chunk_9.json,plectranthus amboinicus,asthma,,Yes
355098449.json_chunk_9.json,plectranthus amboinicus,headache,,Yes
355098449.json_chunk_9.json,plectranthus amboinicus,cold,,Yes
355098449.json_chunk_9.json,plectranthus amboinicus,,anti-inflammatory,Yes
355098449.json_chunk_11.json,glycyrrhiza glabra,asthma,,Yes
355098449.json_chunk_11.json,magnolia officinalis,asthma,,Yes
355098449.json_chunk_11.json,pimpinella anisum,asthma,,Yes
