,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
153,berberis jaeschkeana c. k.schneid,106787-1,Berberis jaeschkeana,Berberis jaeschkeana C.K.Schneid.,Berberidaceae,Species,Berberis jaeschkeana,Berberis jaeschkeana C.K.Schneid.,106787-1,Berberis,2673971,Accepted,direct_wcvp_w_author_unique,Berberis jaeschkeana C.K.Schneid.
155,panax quinquefolia,300467-2,Panax quinquefolius,Panax quinquefolius L.,Araliaceae,Species,Panax quinquefolius,Panax quinquefolius L.,300467-2,Panax,146781,Accepted,knms_single,Panax quinquefolius Sp. Pl.: 1058 (1753) L. 1753
156,camellia sinensis,828548-1,Camellia sinensis,Camellia sinensis (L.) Kuntze,Theaceae,Species,Camellia sinensis,Camellia sinensis (L.) Kuntze,828548-1,Camellia,2694880,Accepted,direct_wcvp_unique,Camellia sinensis
157,berberis aquifolium pursh,31334-2,Berberis aquifolium,Berberis aquifolium Pursh,Berberidaceae,Species,Berberis aquifolium,Berberis aquifolium Pursh,31334-2,Berberis,2673426,Accepted,direct_wcvp_w_author_unique,Berberis aquifolium Pursh
158,argemone mexicana l,18816-2,Argemone mexicana,Argemone mexicana L.,Papaveraceae,Species,Argemone mexicana,Argemone mexicana L.,18816-2,Argemone,2650509,Accepted,direct_wcvp_w_author_unique,Argemone mexicana L.
160,linum usitatissimum,544772-1,Linum usitatissimum,Linum usitatissimum L.,Linaceae,Species,Linum usitatissimum,Linum usitatissimum L.,544772-1,Linum,2353429,Accepted,direct_wcvp_unique,Linum usitatissimum
163,terminalia chebula,171037-1,Terminalia chebula,Terminalia chebula Retz.,Combretaceae,Species,Terminalia chebula,Terminalia chebula Retz.,171037-1,Terminalia,2431324,Accepted,direct_wcvp_unique,Terminalia chebula
164,sambucus nigra,30122169-2,Sambucus nigra,Sambucus nigra L.,Viburnaceae,Species,Sambucus nigra,Sambucus nigra L.,30122169-2,Sambucus,2486519,Accepted,direct_wcvp,Sambucus nigra
165,spinacia oleracea,167384-1,Spinacia oleracea,Spinacia oleracea L.,Amaranthaceae,Species,Spinacia oleracea,Spinacia oleracea L.,167384-1,Spinacia,2483900,Accepted,direct_wcvp_unique,Spinacia oleracea
170,murraya koenigii,771522-1,Bergera koenigii,Bergera koenigii L.,Rutaceae,Species,Bergera koenigii,Bergera koenigii L.,771522-1,Bergera,2510478,Synonym,direct_wcvp_unique,Murraya koenigii
171,gentiana lutea,368453-1,Gentiana lutea,Gentiana lutea L.,Gentianaceae,Species,Gentiana lutea,Gentiana lutea L.,368453-1,Gentiana,2820867,Accepted,direct_wcvp,Gentiana lutea
172,urtica dioica,260630-2,Urtica dioica,Urtica dioica L.,Urticaceae,Species,Urtica dioica,Urtica dioica L.,260630-2,Urtica,2448560,Accepted,direct_wcvp,Urtica dioica
173,macleaya microcarpa(maxim.) fedde,673260-1,Macleaya microcarpa,Macleaya microcarpa (Maxim.) Fedde,Papaveraceae,Species,Macleaya microcarpa,Macleaya microcarpa (Maxim.) Fedde,673260-1,Macleaya,2502542,Accepted,knms_single,Macleaya microcarpa Beibl. Bot. Jahrb. Syst. 82: 45 (1905) (Maxim.) Fedde 1905
175,capparis orientalis veill,77249506-1,Capparis spinosa subsp. rupestris,Capparis spinosa subsp. rupestris (Sm.) Nyman,Capparaceae,Subspecies,Capparis spinosa,Capparis spinosa L.,146789-1,Capparis spinosa,2697418,Synonym,direct_wcvp_w_author_unique,Capparis orientalis Veill.
176,scrophularia auriculata l,809039-1,Scrophularia auriculata,Scrophularia auriculata L.,Scrophulariaceae,Species,Scrophularia auriculata,Scrophularia auriculata L.,809039-1,Scrophularia,2586267,Accepted,direct_wcvp_w_author_unique,Scrophularia auriculata L.
179,populus tremula,302387-2,Populus tremula,Populus tremula L.,Salicaceae,Species,Populus tremula,Populus tremula L.,302387-2,Populus,2917379,Accepted,direct_wcvp_unique,Populus tremula
180,brassica oleracea,279435-1,Brassica oleracea,Brassica oleracea L.,Brassicaceae,Species,Brassica oleracea,Brassica oleracea L.,279435-1,Brassica,2682457,Accepted,direct_wcvp_unique,Brassica oleracea
184,macleaya cordata (willd. )r.br,673258-1,Macleaya cordata,Macleaya cordata (Willd.) R.Br.,Papaveraceae,Species,Macleaya cordata,Macleaya cordata (Willd.) R.Br.,673258-1,Macleaya,2502545,Accepted,knms_single,Macleaya cordata Narr. Travels Africa: 218 (1826) (Willd.) R.Br. 1826
185,picea abies,262609-1,Picea abies,Picea abies (L.) H.Karst.,Pinaceae,Species,Picea abies,Picea abies (L.) H.Karst.,262609-1,Picea,380406,Accepted,direct_wcvp_unique,Picea abies
186,cuminum cyminum,840882-1,Cuminum cyminum,Cuminum cyminum L.,Apiaceae,Species,Cuminum cyminum,Cuminum cyminum L.,840882-1,Cuminum,2747364,Accepted,direct_wcvp_unique,Cuminum cyminum
187,plantago ovata,685486-1,Plantago ovata,Plantago ovata Forssk.,Plantaginaceae,Species,Plantago ovata,Plantago ovata Forssk.,685486-1,Plantago,2569899,Accepted,direct_wcvp,Plantago ovata
188,elettaria cadamomum,796556-1,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,Zingiberaceae,Species,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,796556-1,Elettaria,243056,Accepted,openrefine_unique,Zingiberaceae Elettaria cardamomum (L.) Maton
189,cecropia obtusifolia,850947-1,Cecropia obtusifolia,Cecropia obtusifolia Bertol.,Urticaceae,Species,Cecropia obtusifolia,Cecropia obtusifolia Bertol.,850947-1,Cecropia,2707088,Accepted,direct_wcvp_unique,Cecropia obtusifolia
191,euclea natalensis,323328-1,Euclea natalensis,Euclea natalensis A.DC.,Ebenaceae,Species,Euclea natalensis,Euclea natalensis A.DC.,323328-1,Euclea,385329,Accepted,direct_wcvp_unique,Euclea natalensis
192,pueraria lobata,967441-1,Pueraria montana var. lobata,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Fabaceae,Variety,Pueraria montana,Pueraria montana (Lour.) Merr.,516708-1,Pueraria montana,2537359,Synonym,direct_wcvp_unique,Pueraria lobata
194,ananas comosus,12322-2,Ananas comosus,Ananas comosus (L.) Merr.,Bromeliaceae,Species,Ananas comosus,Ananas comosus (L.) Merr.,12322-2,Ananas,219669,Accepted,direct_wcvp_unique,Ananas comosus
195,olea europaea,610675-1,Olea europaea,Olea europaea L.,Oleaceae,Species,Olea europaea,Olea europaea L.,610675-1,Olea,355112,Accepted,direct_wcvp_unique,Olea europaea
196,silybum marianum,249211-1,Silybum marianum,Silybum marianum (L.) Gaertn.,Asteraceae,Species,Silybum marianum,Silybum marianum (L.) Gaertn.,249211-1,Silybum,2901907,Accepted,direct_wcvp_unique,Silybum marianum
198,coptis japonica (thunb. )makino,710316-1,Coptis japonica,Coptis japonica (Thunb.) Makino,Ranunculaceae,Species,Coptis japonica,Coptis japonica (Thunb.) Makino,710316-1,Coptis,2736112,Accepted,knms_single,Coptis japonica Bot. Mag. (Tokyo) 13: 198 (1899) (Thunb.) Makino 1899
199,arctostaphylos uva-ursi,1024084-2,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi (L.) Spreng.,Ericaceae,Species,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi (L.) Spreng.,1024084-2,Arctostaphylos,2647407,Accepted,direct_wcvp_unique,Arctostaphylos uva-ursi
200,xylopia polycarpa (dc.) oliv,77116323-1,Annickia polycarpa,Annickia polycarpa (DC.) Setten & Maas ex I.M.Turner,Annonaceae,Species,Annickia polycarpa,Annickia polycarpa (DC.) Setten & Maas ex I.M.Turner,77116323-1,Annickia,2467908,Synonym,direct_wcvp_w_author_unique,Xylopia polycarpa (DC.) Oliv.
202,mahonia napaulensis dc,60461528-2,Berberis napaulensis,Berberis napaulensis (DC.) Spreng.,Berberidaceae,Species,Berberis napaulensis,Berberis napaulensis (DC.) Spreng.,60461528-2,Berberis,2359291,Synonym,direct_wcvp_w_author_unique,Mahonia napaulensis DC.
203,aloe vera,530017-1,Aloe vera,Aloe vera (L.) Burm.f.,Asphodelaceae,Species,Aloe vera,Aloe vera (L.) Burm.f.,530017-1,Aloe,298116,Accepted,direct_wcvp,Aloe vera
204,argemone platyceras l,671713-1,Argemone platyceras,Argemone platyceras Link & Otto,Papaveraceae,Species,Argemone platyceras,Argemone platyceras Link & Otto,671713-1,Argemone,2650548,Accepted,knms_single,Argemone platyceras Icon. Pl. Rar. 1: 58 (1829) Link & Otto 1829
205,scrophularia nodosa l,30088899-2,Scrophularia nodosa,Scrophularia nodosa L.,Scrophulariaceae,Species,Scrophularia nodosa,Scrophularia nodosa L.,30088899-2,Scrophularia,2587382,Accepted,direct_wcvp_w_author_unique,Scrophularia nodosa L.
206,vitex agnus-castus,865568-1,Vitex agnus-castus,Vitex agnus-castus L.,Lamiaceae,Species,Vitex agnus-castus,Vitex agnus-castus L.,865568-1,Vitex,213297,Accepted,direct_wcvp_unique,Vitex agnus-castus
207,andrographis paniculata,45226-1,Andrographis paniculata,Andrographis paniculata (Burm.f.) Wall. ex Nees,Acanthaceae,Species,Andrographis paniculata,Andrographis paniculata (Burm.f.) Wall. ex Nees,45226-1,Andrographis,2637069,Accepted,direct_wcvp_unique,Andrographis paniculata
209,achillea coarcata,173896-1,Achillea coarctata,Achillea coarctata Poir.,Asteraceae,Species,Achillea coarctata,Achillea coarctata Poir.,173896-1,Achillea,3109861,Accepted,openrefine_unique,Asteraceae Achillea coarctata Poir.
210,digitalis lanata ehrh,802028-1,Digitalis lanata,Digitalis lanata Ehrh.,Plantaginaceae,Species,Digitalis lanata,Digitalis lanata Ehrh.,802028-1,Digitalis,2768027,Accepted,direct_wcvp_w_author_unique,Digitalis lanata Ehrh.
212,tapinanthus globiferus,551928-1,Tapinanthus globifer,Tapinanthus globifer (A.Rich.) Tiegh.,Loranthaceae,Species,Tapinanthus globifer,Tapinanthus globifer (A.Rich.) Tiegh.,551928-1,Tapinanthus,2441840,Accepted,openrefine_unique,Loranthaceae Tapinanthus globifer (A.Rich.) Tiegh.
214,gymnema sylvestre (retz.) r. br. ex sm,60454719-2,Gymnema sylvestre,Gymnema sylvestre (Retz.) R.Br. ex Sm.,Apocynaceae,Species,Gymnema sylvestre,Gymnema sylvestre (Retz.) R.Br. ex Sm.,60454719-2,Gymnema,506350,Accepted,knms_single,"Gymnema sylvestre A.Rees, Cycl. 17: n.º 4 (1811) (Retz.) R.Br. ex Sm. 1811"
215,morinda citrifolia l,756359-1,Morinda citrifolia,Morinda citrifolia L.,Rubiaceae,Species,Morinda citrifolia,Morinda citrifolia L.,756359-1,Morinda,129789,Accepted,direct_wcvp_w_author_unique,Morinda citrifolia L.
216,trachyspermum ammi,849765-1,Trachyspermum ammi,Trachyspermum ammi (L.) Sprague,Apiaceae,Species,Trachyspermum ammi,Trachyspermum ammi (L.) Sprague,849765-1,Trachyspermum,2438394,Accepted,direct_wcvp_unique,Trachyspermum ammi
217,commiphora molmol,127741-1,Commiphora myrrha,Commiphora myrrha (T.Nees) Engl.,Burseraceae,Species,Commiphora myrrha,Commiphora myrrha (T.Nees) Engl.,127741-1,Commiphora,2733582,Synonym,direct_wcvp_unique,Commiphora molmol
219,rubus idaeus,298089-2,Rubus idaeus,Rubus idaeus L.,Rosaceae,Species,Rubus idaeus,Rubus idaeus L.,298089-2,Rubus,2982071,Accepted,direct_wcvp_unique,Rubus idaeus
223,raphanus sativus,77159305-1,Raphanus raphanistrum subsp. sativus,Raphanus raphanistrum subsp. sativus (L.) Domin,Brassicaceae,Subspecies,Raphanus raphanistrum,Raphanus raphanistrum L.,217826-2,Raphanus raphanistrum,2422375,Synonym,direct_wcvp_unique,Raphanus sativus
224,ajuga bracteosa,444595-1,Ajuga integrifolia,Ajuga integrifolia Buch.-Ham. ex D.Don,Lamiaceae,Species,Ajuga integrifolia,Ajuga integrifolia Buch.-Ham. ex D.Don,444595-1,Ajuga,5177,Illegitimate,direct_wcvp_unique,Ajuga bracteosa
227,corydalis solida subsp.brachylova,77252296-1,Corydalis solida subsp. brachyloba,Corydalis solida subsp. brachyloba (Boiss.) Cullen & P.H.Davis,Papaveraceae,Subspecies,Corydalis solida,Corydalis solida (L.) Clairv.,60454743-2,Corydalis solida,3231877,Accepted,openrefine_unique,Papaveraceae Corydalis solida (L.) Clairv. subsp. brachyloba (Boiss.) Cullen & P.H.Davis
228,syzygium cumini,601603-1,Syzygium cumini,Syzygium cumini (L.) Skeels,Myrtaceae,Species,Syzygium cumini,Syzygium cumini (L.) Skeels,601603-1,Syzygium,199476,Accepted,direct_wcvp_unique,Syzygium cumini
229,pulicaria wightiana,240627-1,Pulicaria wightiana,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Species,Pulicaria wightiana,Pulicaria wightiana (DC.) C.B.Clarke,240627-1,Pulicaria,3113751,Accepted,direct_wcvp_unique,Pulicaria wightiana
231,berberis darwinii hook,273235-2,Berberis darwinii,Berberis darwinii Hook.,Berberidaceae,Species,Berberis darwinii,Berberis darwinii Hook.,273235-2,Berberis,2673673,Accepted,direct_wcvp_w_author_unique,Berberis darwinii Hook.
233,berberis oblonga (regel) c. k.schneid,106944-1,Berberis oblonga,Berberis oblonga (Regel) C.K.Schneid.,Berberidaceae,Species,Berberis oblonga,Berberis oblonga (Regel) C.K.Schneid.,106944-1,Berberis,2674217,Accepted,direct_wcvp_w_author_unique,Berberis oblonga (Regel) C.K.Schneid.
234,berberis integerrima bunge,106778-1,Berberis integerrima,Berberis integerrima Bunge,Berberidaceae,Species,Berberis integerrima,Berberis integerrima Bunge,106778-1,Berberis,2673955,Accepted,direct_wcvp_w_author_unique,Berberis integerrima Bunge
235,mandragora officinarum,816733-1,Mandragora officinarum,Mandragora officinarum L.,Solanaceae,Species,Mandragora officinarum,Mandragora officinarum L.,816733-1,Mandragora,2506563,Accepted,direct_wcvp_unique,Mandragora officinarum
237,arachis hypogaea,318562-2,Arachis hypogaea,Arachis hypogaea L.,Fabaceae,Species,Arachis hypogaea,Arachis hypogaea L.,318562-2,Arachis,2646420,Accepted,direct_wcvp_unique,Arachis hypogaea
238,aspalathus linearis,475647-1,Aspalathus linearis,Aspalathus linearis (Burm.f.) R.Dahlgren,Fabaceae,Species,Aspalathus linearis,Aspalathus linearis (Burm.f.) R.Dahlgren,475647-1,Aspalathus,2655801,Accepted,direct_wcvp_unique,Aspalathus linearis
239,pycnanthemum muticum,214748-2,Pycnanthemum muticum,Pycnanthemum muticum (Michx.) Pers.,Lamiaceae,Species,Pycnanthemum muticum,Pycnanthemum muticum (Michx.) Pers.,214748-2,Pycnanthemum,171062,Accepted,direct_wcvp_unique,Pycnanthemum muticum
240,vinca minor,82701-1,Vinca minor,Vinca minor L.,Apocynaceae,Species,Vinca minor,Vinca minor L.,82701-1,Vinca,213172,Accepted,direct_wcvp_unique,Vinca minor
241,arctium lappa,178385-1,Arctium lappa,Arctium lappa L.,Asteraceae,Species,Arctium lappa,Arctium lappa L.,178385-1,Arctium,2900828,Accepted,direct_wcvp_unique,Arctium lappa
242,matricaria pubescens,236194-1,Otoglyphis pubescens,Otoglyphis pubescens (Desf.) Pomel,Asteraceae,Species,Otoglyphis pubescens,Otoglyphis pubescens (Desf.) Pomel,236194-1,Otoglyphis,3112111,Synonym,direct_wcvp_unique,Matricaria pubescens
243,petroselinum crispum,60442790-2,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Apiaceae,Species,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,60442790-2,Petroselinum,2898243,Accepted,direct_wcvp_unique,Petroselinum crispum
244,prunus spinosa,730297-1,Prunus spinosa,Prunus spinosa L.,Rosaceae,Species,Prunus spinosa,Prunus spinosa L.,730297-1,Prunus,2921969,Accepted,direct_wcvp,Prunus spinosa
245,trifolium pratense,523575-1,Trifolium pratense,Trifolium pratense L.,Fabaceae,Species,Trifolium pratense,Trifolium pratense L.,523575-1,Trifolium,2440043,Accepted,direct_wcvp_unique,Trifolium pratense
246,daucus carota,841063-1,Daucus carota,Daucus carota L.,Apiaceae,Species,Daucus carota,Daucus carota L.,841063-1,Daucus,2757936,Accepted,direct_wcvp_unique,Daucus carota
247,digitalis purpurea,802077-1,Digitalis purpurea,Digitalis purpurea L.,Plantaginaceae,Species,Digitalis purpurea,Digitalis purpurea L.,802077-1,Digitalis,2768087,Accepted,direct_wcvp_unique,Digitalis purpurea
248,valeriana officinalis,860012-1,Valeriana officinalis,Valeriana officinalis L.,Caprifoliaceae,Species,Valeriana officinalis,Valeriana officinalis L.,860012-1,Valeriana,2464616,Accepted,direct_wcvp_unique,Valeriana officinalis
251,glaucium corniculatum (l.)rud. subsp. corniculatum,673158-1,Glaucium corniculatum,Glaucium corniculatum (L.) Rudolph,Papaveraceae,Species,Glaucium corniculatum,Glaucium corniculatum (L.) Rudolph,673158-1,Glaucium,2826321,Accepted,autoresolution,Glaucium corniculatum
253,coriandrum sativum,840760-1,Coriandrum sativum,Coriandrum sativum L.,Apiaceae,Species,Coriandrum sativum,Coriandrum sativum L.,840760-1,Coriandrum,2737546,Accepted,direct_wcvp_unique,Coriandrum sativum
254,euphorbia neriifolia,347489-1,Euphorbia neriifolia,Euphorbia neriifolia L.,Euphorbiaceae,Species,Euphorbia neriifolia,Euphorbia neriifolia L.,347489-1,Euphorbia,81079,Accepted,direct_wcvp,Euphorbia neriifolia
256,plectranthus amboinicus,445902-1,Coleus amboinicus,Coleus amboinicus Lour.,Lamiaceae,Species,Coleus amboinicus,Coleus amboinicus Lour.,445902-1,Coleus,157885,Synonym,direct_wcvp_unique,Plectranthus amboinicus
258,scrophularia striata boiss,809537-1,Scrophularia striata,Scrophularia striata Boiss.,Scrophulariaceae,Species,Scrophularia striata,Scrophularia striata Boiss.,809537-1,Scrophularia,2587276,Accepted,direct_wcvp_w_author_unique,Scrophularia striata Boiss.
260,sinopodophyllum hexandrum(royle) t. s. ying,327192-2,Podophyllum hexandrum,Podophyllum hexandrum Royle,Berberidaceae,Species,Podophyllum hexandrum,Podophyllum hexandrum Royle,327192-2,Podophyllum,2605548,Synonym,knms_single,Sinopodophyllum hexandrum Vasc. Pl. Hengduan Mount. 1: 558 (1993) (Royle) T.S.Ying 1993
261,rollinia mucosa (jacq.) baill,72259-1,Annona mucosa,Annona mucosa Jacq.,Annonaceae,Species,Annona mucosa,Annona mucosa Jacq.,72259-1,Annona,2422355,Synonym,direct_wcvp_w_author_unique,Rollinia mucosa (Jacq.) Baill.
262,cinnamomum verum,463752-1,Cinnamomum verum,Cinnamomum verum J.Presl,Lauraceae,Species,Cinnamomum verum,Cinnamomum verum J.Presl,463752-1,Cinnamomum,2721692,Accepted,direct_wcvp_unique,Cinnamomum verum
263,mentha arvensis,30026217-2,Mentha arvensis,Mentha arvensis L.,Lamiaceae,Species,Mentha arvensis,Mentha arvensis L.,30026217-2,Mentha,124385,Accepted,direct_wcvp_unique,Mentha arvensis
264,angelica sinensis,77065778-1,Angelica sinensis,Angelica sinensis (Oliv.) Diels,Apiaceae,Species,Angelica sinensis,Angelica sinensis (Oliv.) Diels,77065778-1,Angelica,2639272,Accepted,direct_wcvp_unique,Angelica sinensis
268,saponaria officinalis,156627-1,Saponaria officinalis,Saponaria officinalis L.,Caryophyllaceae,Species,Saponaria officinalis,Saponaria officinalis L.,156627-1,Saponaria,2484914,Accepted,direct_wcvp_unique,Saponaria officinalis
269,ruta graveolens,775099-1,Ruta graveolens,Ruta graveolens L.,Rutaceae,Species,Ruta graveolens,Ruta graveolens L.,775099-1,Ruta,2527408,Accepted,direct_wcvp_unique,Ruta graveolens
271,sapindus saponaria,30035906-2,Sapindus saponaria,Sapindus saponaria L.,Sapindaceae,Species,Sapindus saponaria,Sapindus saponaria L.,30035906-2,Sapindus,2582258,Accepted,direct_wcvp,Sapindus saponaria
272,tanacetum parthenium,252460-1,Tanacetum parthenium,Tanacetum parthenium (L.) Sch.Bip.,Asteraceae,Species,Tanacetum parthenium,Tanacetum parthenium (L.) Sch.Bip.,252460-1,Tanacetum,2916972,Accepted,direct_wcvp_unique,Tanacetum parthenium
273,berberis tinctoria lesch,107137-1,Berberis tinctoria,Berberis tinctoria Lesch.,Berberidaceae,Species,Berberis tinctoria,Berberis tinctoria Lesch.,107137-1,Berberis,2674529,Accepted,direct_wcvp_w_author_unique,Berberis tinctoria Lesch.
274,helianthus annuus,119003-2,Helianthus annuus,Helianthus annuus L.,Asteraceae,Species,Helianthus annuus,Helianthus annuus L.,119003-2,Helianthus,2910966,Accepted,direct_wcvp_unique,Helianthus annuus
275,berberis pseudumbellata r.parker,107014-1,Berberis pseudumbellata,Berberis pseudumbellata R.Parker,Berberidaceae,Species,Berberis pseudumbellata,Berberis pseudumbellata R.Parker,107014-1,Berberis,2674336,Accepted,direct_wcvp_w_author_unique,Berberis pseudumbellata R.Parker
276,pulsatilla patens,30094592-2,Pulsatilla patens,Pulsatilla patens (L.) Mill.,Ranunculaceae,Species,Pulsatilla patens,Pulsatilla patens (L.) Mill.,30094592-2,Pulsatilla,2544200,Accepted,direct_wcvp_unique,Pulsatilla patens
277,berberis libanotica ehrenb. exc. k. schneid,60450141-2,Berberis libanotica,Berberis libanotica Ehrenb. ex C.K.Schneid.,Berberidaceae,Species,Berberis libanotica,Berberis libanotica Ehrenb. ex C.K.Schneid.,60450141-2,Berberis,2674059,Accepted,knms_single,Berberis libanotica Ill. Handb. Laubholzk. 1: 310 (1905) Ehrenb. ex C.K.Schneid. 1905
278,cinchona officinalis l,58723-2,Cinchona officinalis,Cinchona officinalis L.,Rubiaceae,Species,Cinchona officinalis,Cinchona officinalis L.,58723-2,Cinchona,40720,Accepted,direct_wcvp_w_author_unique,Cinchona officinalis L.
279,annickia pilosa (exell) setten &maas (ex-enantia pilosa exell,948448-1,Annickia pilosa,Annickia pilosa (Exell) Setten & Maas,Annonaceae,Species,Annickia pilosa,Annickia pilosa (Exell) Setten & Maas,948448-1,Annickia,2640765,Accepted,knms_single,Annickia pilosa Taxon 39: 676 (1990) (Exell) Setten & Maas 1990
280,apium graveolens,838067-1,Apium graveolens,Apium graveolens L.,Apiaceae,Species,Apium graveolens,Apium graveolens L.,838067-1,Apium,2644053,Accepted,direct_wcvp,Apium graveolens
281,stahlianthus thorelii gagnep,77147302-1,Curcuma clovisii,Curcuma clovisii Škorničk.,Zingiberaceae,Species,Curcuma clovisii,Curcuma clovisii Škorničk.,77147302-1,Curcuma,266743,Synonym,direct_wcvp_w_author_unique,Stahlianthus thorelii Gagnep.
283,inula helenium,225914-1,Inula helenium,Inula helenium L.,Asteraceae,Species,Inula helenium,Inula helenium L.,225914-1,Inula,2901737,Accepted,direct_wcvp,Inula helenium
284,centaurea cyanus,190310-1,Centaurea cyanus,Centaurea cyanus L.,Asteraceae,Species,Centaurea cyanus,Centaurea cyanus L.,190310-1,Centaurea,2926089,Accepted,direct_wcvp_unique,Centaurea cyanus
285,citrus limon,60454758-2,Citrus × limon,Citrus × limon (L.) Osbeck,Rutaceae,Species,Citrus × limon,Citrus × limon (L.) Osbeck,60454758-2,Citrus,2724178,Accepted,knms_single,Citrus × limon Reise Ostindien: 250 (1765) (L.) Osbeck 1765
286,sedum maximum,274211-1,Hylotelephium maximum,Hylotelephium maximum (L.) Holub,Crassulaceae,Species,Hylotelephium maximum,Hylotelephium maximum (L.) Holub,274211-1,Hylotelephium,2483346,Synonym,direct_wcvp_unique,Sedum maximum
287,artemisia absinthium,300106-2,Artemisia absinthium,Artemisia absinthium L.,Asteraceae,Species,Artemisia absinthium,Artemisia absinthium L.,300106-2,Artemisia,2909600,Accepted,direct_wcvp_unique,Artemisia absinthium
288,sedum acre,274996-1,Sedum acre,Sedum acre L.,Crassulaceae,Species,Sedum acre,Sedum acre L.,274996-1,Sedum,2483146,Accepted,direct_wcvp_unique,Sedum acre
289,boswellia serrata,127067-1,Boswellia serrata,Boswellia serrata Roxb.,Burseraceae,Species,Boswellia serrata,Boswellia serrata Roxb.,127067-1,Boswellia,2680580,Accepted,direct_wcvp_unique,Boswellia serrata
291,beta vulgaris,164505-1,Beta vulgaris,Beta vulgaris L.,Amaranthaceae,Species,Beta vulgaris,Beta vulgaris L.,164505-1,Beta,2675613,Accepted,direct_wcvp_unique,Beta vulgaris
293,senecio candicans,244324-1,Senecio candicans,Senecio candicans Wall. ex DC.,Asteraceae,Species,Senecio candicans,Senecio candicans Wall. ex DC.,244324-1,Senecio,3080451,Accepted,direct_wcvp,Senecio candicans
294,corchorus olitorius,320796-2,Corchorus olitorius,Corchorus olitorius L.,Malvaceae,Species,Corchorus olitorius,Corchorus olitorius L.,320796-2,Corchorus,2736427,Accepted,direct_wcvp_unique,Corchorus olitorius
296,glycine max,60450240-2,Glycine max,Glycine max (L.) Merr.,Fabaceae,Species,Glycine max,Glycine max (L.) Merr.,60450240-2,Glycine,2827366,Accepted,direct_wcvp_unique,Glycine max
297,viburnum prunifolium,326270-2,Viburnum prunifolium,Viburnum prunifolium L.,Viburnaceae,Species,Viburnum prunifolium,Viburnum prunifolium L.,326270-2,Viburnum,2458593,Accepted,direct_wcvp_unique,Viburnum prunifolium
298,nandina domestica thunb,107544-1,Nandina domestica,Nandina domestica Thunb.,Berberidaceae,Species,Nandina domestica,Nandina domestica Thunb.,107544-1,Nandina,2380006,Accepted,direct_wcvp_w_author_unique,Nandina domestica Thunb.
