,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
143,andrographis paniculata,45226-1,Andrographis paniculata,Andrographis paniculata (Burm.f.) Wall. ex Nees,Acanthaceae,Species,Andrographis paniculata,Andrographis paniculata (Burm.f.) Wall. ex Nees,45226-1,Andrographis,2637069,Accepted,direct_wcvp_unique,Andrographis paniculata
146,thymus pulegioides l,461562-1,Thymus pulegioides,Thymus pulegioides L.,Lamiaceae,Species,Thymus pulegioides,Thymus pulegioides L.,461562-1,Thymus,205310,Accepted,direct_wcvp_w_author_unique,Thymus pulegioides L.
149,melaleuca alternifolia,597833-1,Melaleuca alternifolia,Melaleuca alternifolia (Maiden & Betche) Cheel,Myrtaceae,Species,Melaleuca alternifolia,Melaleuca alternifolia (Maiden & Betche) Cheel,597833-1,Melaleuca,123479,Accepted,direct_wcvp_unique,Melaleuca alternifolia
150,theobroma cacao,320783-2,Theobroma cacao,Theobroma cacao L.,Malvaceae,Species,Theobroma cacao,Theobroma cacao L.,320783-2,Theobroma,2519807,Accepted,direct_wcvp_unique,Theobroma cacao
153,harpagophytum procumbens,675824-1,Harpagophytum procumbens,Harpagophytum procumbens (Burch.) DC. ex Meisn.,Pedaliaceae,Species,Harpagophytum procumbens,Harpagophytum procumbens (Burch.) DC. ex Meisn.,675824-1,Harpagophytum,2839701,Accepted,direct_wcvp_unique,Harpagophytum procumbens
155,caulophyllum thalictroides (l.)michaux,1056122-2,Caulophyllum thalictroides,Caulophyllum thalictroides (L.) Michx.,Berberidaceae,Species,Caulophyllum thalictroides,Caulophyllum thalictroides (L.) Michx.,1056122-2,Caulophyllum,2706078,Accepted,knms_single,Caulophyllum thalictroides Fl. Bor.-Amer. 1: 205 (1803) (L.) Michx. 1803
157,alkanna tinctoria,112753-1,Alkanna tinctoria,Alkanna tinctoria Tausch,Boraginaceae,Species,Alkanna tinctoria,Alkanna tinctoria Tausch,112753-1,Alkanna,2628546,Accepted,direct_wcvp,Alkanna tinctoria
158,berberis microphylla g. forst,31472-2,Berberis microphylla,Berberis microphylla G.Forst.,Berberidaceae,Species,Berberis microphylla,Berberis microphylla G.Forst.,31472-2,Berberis,2674137,Accepted,direct_wcvp_w_author_unique,Berberis microphylla G.Forst.
159,cannabis sativa l,306087-2,Cannabis sativa,Cannabis sativa L.,Cannabaceae,Species,Cannabis sativa,Cannabis sativa L.,306087-2,Cannabis,2696480,Accepted,direct_wcvp_w_author_unique,Cannabis sativa L.
160,berberis integerrima bunge,106778-1,Berberis integerrima,Berberis integerrima Bunge,Berberidaceae,Species,Berberis integerrima,Berberis integerrima Bunge,106778-1,Berberis,2673955,Accepted,direct_wcvp_w_author_unique,Berberis integerrima Bunge
161,viburnum opulus l,326268-2,Viburnum opulus,Viburnum opulus L.,Viburnaceae,Species,Viburnum opulus,Viburnum opulus L.,326268-2,Viburnum,2458547,Accepted,direct_wcvp_w_author_unique,Viburnum opulus L.
163,mentha viridis,77171344-1,Mentha spicata subsp. spicata,Mentha spicata subsp. spicata,Lamiaceae,Subspecies,Mentha spicata,Mentha spicata L.,451162-1,Mentha spicata,125588,Synonym,direct_wcvp_unique,Mentha viridis
165,corydalis hendersonii hemsl,672272-1,Corydalis hendersonii,Corydalis hendersonii Hemsl.,Papaveraceae,Species,Corydalis hendersonii,Corydalis hendersonii Hemsl.,672272-1,Corydalis,2738816,Accepted,direct_wcvp_w_author_unique,Corydalis hendersonii Hemsl.
167,piliostigma thonningii (schum.) milne-redh,514346-1,Piliostigma thonningii,Piliostigma thonningii (Schumach.) Milne-Redh.,Fabaceae,Species,Piliostigma thonningii,Piliostigma thonningii (Schumach.) Milne-Redh.,514346-1,Piliostigma,2539801,Accepted,knms_single,Piliostigma thonningii Hooker's Icon. Pl. 35: t. 3460 (1947) (Schumach.) Milne-Redh. 1947
