,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
193,citrullus colocynthis,291930-1,Citrullus colocynthis,Citrullus colocynthis (L.) Schrad.,Cucurbitaceae,Species,Citrullus colocynthis,Citrullus colocynthis (L.) Schrad.,291930-1,Citrullus,2723897,Accepted,direct_wcvp_unique,Citrullus colocynthis
196,tapinanthus globiferus,551928-1,Tapinanthus globifer,Tapinanthus globifer (A.Rich.) Tiegh.,Loranthaceae,Species,Tapinanthus globifer,Tapinanthus globifer (A.Rich.) Tiegh.,551928-1,Tapinanthus,2441840,Accepted,openrefine_unique,Loranthaceae Tapinanthus globifer (A.Rich.) Tiegh.
197,rhamnus purshianus,30426867-2,Frangula purshiana,Frangula purshiana (DC.) A.Gray ex J.G.Cooper,Rhamnaceae,Species,Frangula purshiana,Frangula purshiana (DC.) A.Gray ex J.G.Cooper,30426867-2,Frangula,2522773,Synonym,knms_single,Rhamnus purshiana Prodr. 2: 25 (1825) DC. 1825
198,taxus brevifolia,249736-2,Taxus brevifolia,Taxus brevifolia Nutt.,Taxaceae,Species,Taxus brevifolia,Taxus brevifolia Nutt.,249736-2,Taxus,378623,Accepted,direct_wcvp_unique,Taxus brevifolia
199,syzygium legatii,601851-1,Syzygium legatii,Syzygium legatii Burtt Davy & Greenway,Myrtaceae,Species,Syzygium legatii,Syzygium legatii Burtt Davy & Greenway,601851-1,Syzygium,199821,Accepted,direct_wcvp_unique,Syzygium legatii
200,hydrastis canadensis,305699-2,Hydrastis canadensis,Hydrastis canadensis L.,Ranunculaceae,Species,Hydrastis canadensis,Hydrastis canadensis L.,305699-2,Hydrastis,2855852,Accepted,direct_wcvp,Hydrastis canadensis
202,chenopodium quinoa,165175-1,Chenopodium quinoa,Chenopodium quinoa Willd.,Amaranthaceae,Species,Chenopodium quinoa,Chenopodium quinoa Willd.,165175-1,Chenopodium,2717733,Accepted,direct_wcvp_unique,Chenopodium quinoa
203,schisandra chinensis(turcz.) bail,60456331-2,Schisandra chinensis,Schisandra chinensis (Turcz.) Baill.,Schisandraceae,Species,Schisandra chinensis,Schisandra chinensis (Turcz.) Baill.,60456331-2,Schisandra,381262,Accepted,knms_single,Schisandra chinensis Hist. Pl. 1: 148 (1868) (Turcz.) Baill. 1868
205,calendula officinalis,187894-1,Calendula officinalis,Calendula officinalis L.,Asteraceae,Species,Calendula officinalis,Calendula officinalis L.,187894-1,Calendula,2910167,Accepted,direct_wcvp_unique,Calendula officinalis
206,tilia europaea,835306-1,Tilia × europaea,Tilia × europaea L.,Malvaceae,Species,Tilia × europaea,Tilia × europaea L.,835306-1,Tilia,2518295,Accepted,knms_single,Tilia × europaea Sp. Pl.: 514 (1753) L. 1753
208,cucurbita pepo,292416-1,Cucurbita pepo,Cucurbita pepo L.,Cucurbitaceae,Species,Cucurbita pepo,Cucurbita pepo L.,292416-1,Cucurbita,2747186,Accepted,direct_wcvp_unique,Cucurbita pepo
210,avena sativa,391732-1,Avena sativa,Avena sativa L.,Poaceae,Species,Avena sativa,Avena sativa L.,391732-1,Avena,397860,Accepted,direct_wcvp_unique,Avena sativa
212,combretum collinum fresen,170004-1,Combretum collinum,Combretum collinum Fresen.,Combretaceae,Species,Combretum collinum,Combretum collinum Fresen.,170004-1,Combretum,2732500,Accepted,direct_wcvp_w_author_unique,Combretum collinum Fresen.
214,scutellaria baicalensis,458155-1,Scutellaria baicalensis,Scutellaria baicalensis Georgi,Lamiaceae,Species,Scutellaria baicalensis,Scutellaria baicalensis Georgi,458155-1,Scutellaria,188938,Accepted,direct_wcvp_unique,Scutellaria baicalensis
215,syringa vulgaris,289009-2,Syringa vulgaris,Syringa vulgaris L.,Oleaceae,Species,Syringa vulgaris,Syringa vulgaris L.,289009-2,Syringa,356495,Accepted,direct_wcvp_unique,Syringa vulgaris
216,centaurea ragusina l,191406-1,Centaurea ragusina,Centaurea ragusina L.,Asteraceae,Species,Centaurea ragusina,Centaurea ragusina L.,191406-1,Centaurea,3049113,Accepted,direct_wcvp_w_author_unique,Centaurea ragusina L.
217,piliostigma thonningii (schum.) milne-redh,514346-1,Piliostigma thonningii,Piliostigma thonningii (Schumach.) Milne-Redh.,Fabaceae,Species,Piliostigma thonningii,Piliostigma thonningii (Schumach.) Milne-Redh.,514346-1,Piliostigma,2539801,Accepted,knms_single,Piliostigma thonningii Hooker's Icon. Pl. 35: t. 3460 (1947) (Schumach.) Milne-Redh. 1947
218,brassica oleracea,279435-1,Brassica oleracea,Brassica oleracea L.,Brassicaceae,Species,Brassica oleracea,Brassica oleracea L.,279435-1,Brassica,2682457,Accepted,direct_wcvp_unique,Brassica oleracea
220,prunus serotina,730262-1,Prunus serotina,Prunus serotina Ehrh.,Rosaceae,Species,Prunus serotina,Prunus serotina Ehrh.,730262-1,Prunus,2915966,Accepted,direct_wcvp,Prunus serotina
221,crocus sativus,436688-1,Crocus sativus,Crocus sativus L.,Iridaceae,Species,Crocus sativus,Crocus sativus L.,436688-1,Crocus,327454,Accepted,direct_wcvp_unique,Crocus sativus
224,spinacia oleracea,167384-1,Spinacia oleracea,Spinacia oleracea L.,Amaranthaceae,Species,Spinacia oleracea,Spinacia oleracea L.,167384-1,Spinacia,2483900,Accepted,direct_wcvp_unique,Spinacia oleracea
225,cryptostegia grandiflora,95962-1,Cryptostegia grandiflora,Cryptostegia grandiflora Roxb. ex R.Br.,Apocynaceae,Species,Cryptostegia grandiflora,Cryptostegia grandiflora Roxb. ex R.Br.,95962-1,Cryptostegia,503275,Accepted,direct_wcvp_unique,Cryptostegia grandiflora
228,papaver somniferum,673724-1,Papaver somniferum,Papaver somniferum L.,Papaveraceae,Species,Papaver somniferum,Papaver somniferum L.,673724-1,Papaver,2561497,Accepted,direct_wcvp_unique,Papaver somniferum
229,ficus religiosa,853563-1,Ficus religiosa,Ficus religiosa L.,Moraceae,Species,Ficus religiosa,Ficus religiosa L.,853563-1,Ficus,2812027,Accepted,direct_wcvp,Ficus religiosa
230,cinchona pubescens,746872-1,Cinchona pubescens,Cinchona pubescens Vahl,Rubiaceae,Species,Cinchona pubescens,Cinchona pubescens Vahl,746872-1,Cinchona,40760,Accepted,direct_wcvp,Cinchona pubescens
231,ginkgo biloba,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba
232,prunus dulcis,30093848-2,Prunus avium,Prunus avium (L.) L.,Rosaceae,Species,Prunus avium,Prunus avium (L.) L.,30093848-2,Prunus,2917140,Synonym,direct_wcvp,Prunus dulcis
233,foeniculum vulgare,842680-1,Foeniculum vulgare,Foeniculum vulgare Mill.,Apiaceae,Species,Foeniculum vulgare,Foeniculum vulgare Mill.,842680-1,Foeniculum,2813604,Accepted,direct_wcvp_unique,Foeniculum vulgare
234,orthosiphon aristatus,453446-1,Orthosiphon aristatus,Orthosiphon aristatus (Blume) Miq.,Lamiaceae,Species,Orthosiphon aristatus,Orthosiphon aristatus (Blume) Miq.,453446-1,Orthosiphon,144294,Accepted,direct_wcvp_unique,Orthosiphon aristatus
235,entada africana guill. & perr,493820-1,Entada africana,Entada africana Guill. & Perr.,Fabaceae,Species,Entada africana,Entada africana Guill. & Perr.,493820-1,Entada,2789428,Accepted,direct_wcvp_w_author_unique,Entada africana Guill. & Perr.
237,lycopersicon esculentum,316947-2,Solanum lycopersicum,Solanum lycopersicum L.,Solanaceae,Species,Solanum lycopersicum,Solanum lycopersicum L.,316947-2,Solanum,2496100,Synonym,direct_wcvp_unique,Lycopersicon esculentum
239,calophyllum inophyllum,427190-1,Calophyllum inophyllum,Calophyllum inophyllum L.,Calophyllaceae,Species,Calophyllum inophyllum,Calophyllum inophyllum L.,427190-1,Calophyllum,2693350,Accepted,direct_wcvp_unique,Calophyllum inophyllum
240,solidago virgaurea,249947-1,Solidago virgaurea,Solidago virgaurea L.,Asteraceae,Species,Solidago virgaurea,Solidago virgaurea L.,249947-1,Solidago,2911230,Accepted,direct_wcvp_unique,Solidago virgaurea
241,solanum tuberosum,821337-1,Solanum tuberosum,Solanum tuberosum L.,Solanaceae,Species,Solanum tuberosum,Solanum tuberosum L.,821337-1,Solanum,2909724,Accepted,direct_wcvp_unique,Solanum tuberosum
244,cytisus scoparius,489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Fabaceae,Species,Cytisus scoparius,Cytisus scoparius (L.) Link,489963-1,Cytisus,2754907,Accepted,direct_wcvp_unique,Cytisus scoparius
245,camellia sinensis,828548-1,Camellia sinensis,Camellia sinensis (L.) Kuntze,Theaceae,Species,Camellia sinensis,Camellia sinensis (L.) Kuntze,828548-1,Camellia,2694880,Accepted,direct_wcvp_unique,Camellia sinensis
246,arnica montana,30090722-2,Arnica montana,Arnica montana L.,Asteraceae,Species,Arnica montana,Arnica montana L.,30090722-2,Arnica,2909364,Accepted,direct_wcvp,Arnica montana
247,malus domestica,726282-1,Malus domestica,Malus domestica (Suckow) Borkh.,Rosaceae,Species,Malus domestica,Malus domestica (Suckow) Borkh.,726282-1,Malus,2950597,Accepted,direct_wcvp_unique,Malus domestica
254,piper excelsum,681346-1,Piper excelsum,Piper excelsum G.Forst.,Piperaceae,Species,Piper excelsum,Piper excelsum G.Forst.,681346-1,Piper,2558442,Accepted,direct_wcvp_unique,Piper excelsum
255,terminalia bellirica (gaertn.) roxb,170982-1,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,Combretaceae,Species,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,170982-1,Terminalia,2431540,Accepted,direct_wcvp_w_author_unique,Terminalia bellirica (Gaertn.) Roxb.
258,cassia senna,518323-1,Senna alexandrina,Senna alexandrina Mill.,Fabaceae,Species,Senna alexandrina,Senna alexandrina Mill.,518323-1,Senna,2703961,Synonym,direct_wcvp_unique,Cassia senna
259,frangula alnus,717344-1,Frangula alnus,Frangula alnus Mill.,Rhamnaceae,Species,Frangula alnus,Frangula alnus Mill.,717344-1,Frangula,2814031,Accepted,direct_wcvp_unique,Frangula alnus
260,sida rhombifolia,235798-2,Sida rhombifolia,Sida rhombifolia L.,Malvaceae,Species,Sida rhombifolia,Sida rhombifolia L.,235798-2,Sida,2601837,Accepted,direct_wcvp_unique,Sida rhombifolia
261,pimpinella major,846901-1,Pimpinella major,Pimpinella major (L.) Huds.,Apiaceae,Species,Pimpinella major,Pimpinella major (L.) Huds.,846901-1,Pimpinella,2403195,Accepted,direct_wcvp_unique,Pimpinella major
262,cuminum cyminum,840882-1,Cuminum cyminum,Cuminum cyminum L.,Apiaceae,Species,Cuminum cyminum,Cuminum cyminum L.,840882-1,Cuminum,2747364,Accepted,direct_wcvp_unique,Cuminum cyminum
265,physostigma vene-nosum,514320-1,Physostigma venenosum,Physostigma venenosum Balf.,Fabaceae,Species,Physostigma venenosum,Physostigma venenosum Balf.,514320-1,Physostigma,2539792,Accepted,knms_single,Physostigma venenosum Trans. Roy. Soc. Edinburgh 22: 310 (1861) Balf. 1861
266,fadogia agrestis schweinf. ex hiern,77067582-1,Vangueria agrestis,Vangueria agrestis (Schweinf. ex Hiern) Lantz,Rubiaceae,Species,Vangueria agrestis,Vangueria agrestis (Schweinf. ex Hiern) Lantz,77067582-1,Vangueria,83643,Synonym,direct_wcvp_w_author_unique,Fadogia agrestis Schweinf. ex Hiern
267,silybum marianum,249211-1,Silybum marianum,Silybum marianum (L.) Gaertn.,Asteraceae,Species,Silybum marianum,Silybum marianum (L.) Gaertn.,249211-1,Silybum,2901907,Accepted,direct_wcvp_unique,Silybum marianum
270,loniceera japonica,148850-1,Lonicera japonica,Lonicera japonica Thunb.,Caprifoliaceae,Species,Lonicera japonica,Lonicera japonica Thunb.,148850-1,Lonicera,2339716,Accepted,knms_single,"Lonicera japonica J.A.Murray (ed.), Syst. Veg. ed. 14: 216 (1784) Thunb. 1784"
271,eriodictyon californicum,432090-1,Eriodictyon californicum,Eriodictyon californicum (Hook. & Arn.) Decne.,Boraginaceae,Species,Eriodictyon californicum,Eriodictyon californicum (Hook. & Arn.) Decne.,432090-1,Eriodictyon,2795509,Accepted,direct_wcvp_unique,Eriodictyon californicum
272,eucalyptus globulus,592965-1,Eucalyptus globulus,Eucalyptus globulus Labill.,Myrtaceae,Species,Eucalyptus globulus,Eucalyptus globulus Labill.,592965-1,Eucalyptus,73008,Accepted,direct_wcvp_unique,Eucalyptus globulus
275,podophyllum peltatum,107599-1,Podophyllum peltatum,Podophyllum peltatum L.,Berberidaceae,Species,Podophyllum peltatum,Podophyllum peltatum L.,107599-1,Podophyllum,2412818,Accepted,direct_wcvp_unique,Podophyllum peltatum
276,ficus natalensis hoechst,853264-1,Ficus natalensis,Ficus natalensis Hochst.,Moraceae,Species,Ficus natalensis,Ficus natalensis Hochst.,853264-1,Ficus,2811434,Accepted,autoresolution,Ficus natalensis
278,sabal serrulata,941782-1,Serenoa repens,Serenoa repens (W.Bartram) Small,Arecaceae,Species,Serenoa repens,Serenoa repens (W.Bartram) Small,941782-1,Serenoa,181064,Synonym,direct_wcvp_unique,Sabal serrulata
280,gaultheria procumbens,330655-1,Gaultheria procumbens,Gaultheria procumbens L.,Ericaceae,Species,Gaultheria procumbens,Gaultheria procumbens L.,330655-1,Gaultheria,2817983,Accepted,direct_wcvp_unique,Gaultheria procumbens
282,aspidosperma quebracho-blanco,77440-1,Aspidosperma quebracho-blanco,Aspidosperma quebracho-blanco Schltdl.,Apocynaceae,Species,Aspidosperma quebracho-blanco,Aspidosperma quebracho-blanco Schltdl.,77440-1,Aspidosperma,17346,Accepted,direct_wcvp_unique,Aspidosperma quebracho-blanco
283,valeriana officinalis,860012-1,Valeriana officinalis,Valeriana officinalis L.,Caprifoliaceae,Species,Valeriana officinalis,Valeriana officinalis L.,860012-1,Valeriana,2464616,Accepted,direct_wcvp_unique,Valeriana officinalis
292,beta vulgaris,164505-1,Beta vulgaris,Beta vulgaris L.,Amaranthaceae,Species,Beta vulgaris,Beta vulgaris L.,164505-1,Beta,2675613,Accepted,direct_wcvp_unique,Beta vulgaris
293,raphanus sativus,77159305-1,Raphanus raphanistrum subsp. sativus,Raphanus raphanistrum subsp. sativus (L.) Domin,Brassicaceae,Subspecies,Raphanus raphanistrum,Raphanus raphanistrum L.,217826-2,Raphanus raphanistrum,2422375,Synonym,direct_wcvp_unique,Raphanus sativus
294,lawsonia inermis,553638-1,Lawsonia inermis,Lawsonia inermis L.,Lythraceae,Species,Lawsonia inermis,Lawsonia inermis L.,553638-1,Lawsonia,2353863,Accepted,direct_wcvp_unique,Lawsonia inermis
295,ballota nigra,444976-1,Ballota nigra,Ballota nigra L.,Lamiaceae,Species,Ballota nigra,Ballota nigra L.,444976-1,Ballota,19633,Accepted,direct_wcvp_unique,Ballota nigra
297,ruscus aculeatus,540443-1,Ruscus aculeatus,Ruscus aculeatus L.,Asparagaceae,Species,Ruscus aculeatus,Ruscus aculeatus L.,540443-1,Ruscus,286704,Accepted,direct_wcvp_unique,Ruscus aculeatus
301,plantago ovata,685486-1,Plantago ovata,Plantago ovata Forssk.,Plantaginaceae,Species,Plantago ovata,Plantago ovata Forssk.,685486-1,Plantago,2569899,Accepted,direct_wcvp,Plantago ovata
304,zaleya decandra,96643-3,Zaleya decandra,Zaleya decandra (L.) Burm.f.,Aizoaceae,Species,Zaleya decandra,Zaleya decandra (L.) Burm.f.,96643-3,Zaleya,2451272,Accepted,direct_wcvp_unique,Zaleya decandra
305,citrus limon,60454758-2,Citrus × limon,Citrus × limon (L.) Osbeck,Rutaceae,Species,Citrus × limon,Citrus × limon (L.) Osbeck,60454758-2,Citrus,2724178,Accepted,knms_single,Citrus × limon Reise Ostindien: 250 (1765) (L.) Osbeck 1765
306,bertholettia excelsus,591270-1,Bertholletia excelsa,Bertholletia excelsa Bonpl.,Lecythidaceae,Species,Bertholletia excelsa,Bertholletia excelsa Bonpl.,591270-1,Bertholletia,313577,Accepted,knms_single,"Bertholletia excelsa F.W.H.A.von Humboldt & A.J.A.Bonpland, Pl. Aequinoct. 1: 122 (1808) Bonpl. 1808"
311,theobroma cacao,320783-2,Theobroma cacao,Theobroma cacao L.,Malvaceae,Species,Theobroma cacao,Theobroma cacao L.,320783-2,Theobroma,2519807,Accepted,direct_wcvp_unique,Theobroma cacao
312,krameria triandra,912741-1,Krameria lappacea,Krameria lappacea (Dombey) Burdet & B.B.Simpson,Krameriaceae,Species,Krameria lappacea,Krameria lappacea (Dombey) Burdet & B.B.Simpson,912741-1,Krameria,2336138,Synonym,direct_wcvp_unique,Krameria triandra
313,gymnema sylvestre,60454719-2,Gymnema sylvestre,Gymnema sylvestre (Retz.) R.Br. ex Sm.,Apocynaceae,Species,Gymnema sylvestre,Gymnema sylvestre (Retz.) R.Br. ex Sm.,60454719-2,Gymnema,506350,Accepted,direct_wcvp_unique,Gymnema sylvestre
315,anethum graveolens,837530-1,Anethum graveolens,Anethum graveolens L.,Apiaceae,Species,Anethum graveolens,Anethum graveolens L.,837530-1,Anethum,2638934,Accepted,direct_wcvp,Anethum graveolens
317,juglans regia,442427-1,Juglans regia,Juglans regia L.,Juglandaceae,Species,Juglans regia,Juglans regia L.,442427-1,Juglans,2331747,Accepted,direct_wcvp_unique,Juglans regia
319,pyrus communis,30065762-2,Pyrus communis,Pyrus communis L.,Rosaceae,Species,Pyrus communis,Pyrus communis L.,30065762-2,Pyrus,2963115,Accepted,direct_wcvp_unique,Pyrus communis
321,triticum aestivum,332110-2,Triticum aestivum,Triticum aestivum L.,Poaceae,Species,Triticum aestivum,Triticum aestivum L.,332110-2,Triticum,448365,Accepted,direct_wcvp_unique,Triticum aestivum
324,eleutherrococcus senticosus,90431-1,Eleutherococcus senticosus,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,Araliaceae,Species,Eleutherococcus senticosus,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,90431-1,Eleutherococcus,66477,Accepted,knms_single,Eleutherococcus senticosus Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 9: 132 (1859) (Rupr. & Maxim.) Maxim. 1859
325,berberis aquifolium pursh,31334-2,Berberis aquifolium,Berberis aquifolium Pursh,Berberidaceae,Species,Berberis aquifolium,Berberis aquifolium Pursh,31334-2,Berberis,2673426,Accepted,direct_wcvp_w_author_unique,Berberis aquifolium Pursh
327,rheum officinale,696768-1,Rheum officinale,Rheum officinale Baill.,Polygonaceae,Species,Rheum officinale,Rheum officinale Baill.,696768-1,Rheum,2425521,Accepted,direct_wcvp_unique,Rheum officinale
328,carthamus tinctorius,324467-2,Carthamus tinctorius,Carthamus tinctorius L.,Asteraceae,Species,Carthamus tinctorius,Carthamus tinctorius L.,324467-2,Carthamus,2900984,Accepted,direct_wcvp_unique,Carthamus tinctorius
329,monarda punctata,452072-1,Monarda punctata,Monarda punctata L.,Lamiaceae,Species,Monarda punctata,Monarda punctata L.,452072-1,Monarda,129232,Accepted,direct_wcvp_unique,Monarda punctata
330,scrophularia depauperata boiss,809142-1,Scrophularia depauperata,Scrophularia depauperata Boiss.,Scrophulariaceae,Species,Scrophularia depauperata,Scrophularia depauperata Boiss.,809142-1,Scrophularia,2586373,Accepted,direct_wcvp_w_author_unique,Scrophularia depauperata Boiss.
333,elettaria cardamomum,796556-1,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,Zingiberaceae,Species,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,796556-1,Elettaria,243056,Accepted,direct_wcvp_unique,Elettaria cardamomum
334,sambucus nigra,30122169-2,Sambucus nigra,Sambucus nigra L.,Viburnaceae,Species,Sambucus nigra,Sambucus nigra L.,30122169-2,Sambucus,2486519,Accepted,direct_wcvp,Sambucus nigra
335,piper cubeba,681071-1,Piper cubeba,Piper cubeba L.f.,Piperaceae,Species,Piper cubeba,Piper cubeba L.f.,681071-1,Piper,2557647,Accepted,direct_wcvp_unique,Piper cubeba
337,pueraria lobata,967441-1,Pueraria montana var. lobata,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Fabaceae,Variety,Pueraria montana,Pueraria montana (Lour.) Merr.,516708-1,Pueraria montana,2537359,Synonym,direct_wcvp_unique,Pueraria lobata
339,zingiber officinale,798372-1,Zingiber officinale,Zingiber officinale Roscoe,Zingiberaceae,Species,Zingiber officinale,Zingiber officinale Roscoe,798372-1,Zingiber,273361,Accepted,direct_wcvp_unique,Zingiber officinale
342,withania somnifera,821709-1,Withania somnifera,Withania somnifera (L.) Dunal,Solanaceae,Species,Withania somnifera,Withania somnifera (L.) Dunal,821709-1,Withania,2465599,Accepted,direct_wcvp_unique,Withania somnifera
343,ficus carica,852556-1,Ficus carica,Ficus carica L.,Moraceae,Species,Ficus carica,Ficus carica L.,852556-1,Ficus,2809827,Accepted,direct_wcvp_unique,Ficus carica
345,sida cordifolia,563600-1,Sida cordifolia,Sida cordifolia L.,Malvaceae,Species,Sida cordifolia,Sida cordifolia L.,563600-1,Sida,2595669,Accepted,direct_wcvp,Sida cordifolia
346,petroselinum crispum,60442790-2,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Apiaceae,Species,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,60442790-2,Petroselinum,2898243,Accepted,direct_wcvp_unique,Petroselinum crispum
347,symphytum officinale,120815-1,Symphytum officinale,Symphytum officinale L.,Boraginaceae,Species,Symphytum officinale,Symphytum officinale L.,120815-1,Symphytum,2475636,Accepted,direct_wcvp_unique,Symphytum officinale
349,marrubium vulgare,449990-1,Marrubium vulgare,Marrubium vulgare L.,Lamiaceae,Species,Marrubium vulgare,Marrubium vulgare L.,449990-1,Marrubium,120952,Accepted,direct_wcvp_unique,Marrubium vulgare
350,urtica dioica,260630-2,Urtica dioica,Urtica dioica L.,Urticaceae,Species,Urtica dioica,Urtica dioica L.,260630-2,Urtica,2448560,Accepted,direct_wcvp,Urtica dioica
351,argemone mexicana l,18816-2,Argemone mexicana,Argemone mexicana L.,Papaveraceae,Species,Argemone mexicana,Argemone mexicana L.,18816-2,Argemone,2650509,Accepted,direct_wcvp_w_author_unique,Argemone mexicana L.
353,persicaria senegalensis,695151-1,Persicaria senegalensis,Persicaria senegalensis (Meisn.) Soják,Polygonaceae,Species,Persicaria senegalensis,Persicaria senegalensis (Meisn.) Soják,695151-1,Persicaria,2572336,Accepted,direct_wcvp_unique,Persicaria senegalensis
354,cnicus benedictus,190024-1,Centaurea benedicta,Centaurea benedicta (L.) L.,Asteraceae,Species,Centaurea benedicta,Centaurea benedicta (L.) L.,190024-1,Centaurea,2926257,Synonym,direct_wcvp_unique,Cnicus benedictus
355,rosmarinus officinalis,457138-1,Salvia rosmarinus,Salvia rosmarinus Spenn.,Lamiaceae,Species,Salvia rosmarinus,Salvia rosmarinus Spenn.,457138-1,Salvia,179873,Synonym,direct_wcvp_unique,Rosmarinus officinalis
356,echinacea purpurea,1174497-2,Echinacea purpurea,Echinacea purpurea (L.) Moench,Asteraceae,Species,Echinacea purpurea,Echinacea purpurea (L.) Moench,1174497-2,Echinacea,2910452,Accepted,direct_wcvp_unique,Echinacea purpurea
357,banisteriopsis caapi,29180-2,Banisteriopsis caapi,Banisteriopsis caapi (Spruce ex Griseb.) C.V.Morton,Malpighiaceae,Species,Banisteriopsis caapi,Banisteriopsis caapi (Spruce ex Griseb.) C.V.Morton,29180-2,Banisteriopsis,2668869,Accepted,direct_wcvp_unique,Banisteriopsis caapi
359,euclea natalensis,323328-1,Euclea natalensis,Euclea natalensis A.DC.,Ebenaceae,Species,Euclea natalensis,Euclea natalensis A.DC.,323328-1,Euclea,385329,Accepted,direct_wcvp_unique,Euclea natalensis
360,terminalia catappa,171034-1,Terminalia catappa,Terminalia catappa L.,Combretaceae,Species,Terminalia catappa,Terminalia catappa L.,171034-1,Terminalia,2431102,Accepted,direct_wcvp_unique,Terminalia catappa
361,dioscorea villosa,318778-1,Dioscorea villosa,Dioscorea villosa L.,Dioscoreaceae,Species,Dioscorea villosa,Dioscorea villosa L.,318778-1,Dioscorea,241123,Accepted,direct_wcvp_unique,Dioscorea villosa
366,rheum palmatum,696772-1,Rheum palmatum,Rheum palmatum L.,Polygonaceae,Species,Rheum palmatum,Rheum palmatum L.,696772-1,Rheum,2425567,Accepted,direct_wcvp_unique,Rheum palmatum
367,cecropia obtusifolia,850947-1,Cecropia obtusifolia,Cecropia obtusifolia Bertol.,Urticaceae,Species,Cecropia obtusifolia,Cecropia obtusifolia Bertol.,850947-1,Cecropia,2707088,Accepted,direct_wcvp_unique,Cecropia obtusifolia
368,primula veris,702751-1,Primula veris,Primula veris L.,Primulaceae,Species,Primula veris,Primula veris L.,702751-1,Primula,2563733,Accepted,direct_wcvp_unique,Primula veris
369,polygonum aviculare,695422-1,Polygonum aviculare,Polygonum aviculare L.,Polygonaceae,Species,Polygonum aviculare,Polygonum aviculare L.,695422-1,Polygonum,2574669,Accepted,direct_wcvp_unique,Polygonum aviculare
370,viola odorata l,868828-1,Viola odorata,Viola odorata L.,Violaceae,Species,Viola odorata,Viola odorata L.,868828-1,Viola,2459312,Accepted,direct_wcvp_w_author_unique,Viola odorata L.
371,melilotus officinalis,30429323-2,Melilotus officinalis,Melilotus officinalis (L.) Lam.,Fabaceae,Species,Melilotus officinalis,Melilotus officinalis (L.) Lam.,30429323-2,Melilotus,2367217,Accepted,direct_wcvp_unique,Melilotus officinalis
373,cinnamomum camphora,463336-1,Cinnamomum camphora,Cinnamomum camphora (L.) J.Presl,Lauraceae,Species,Cinnamomum camphora,Cinnamomum camphora (L.) J.Presl,463336-1,Cinnamomum,2721183,Accepted,direct_wcvp_unique,Cinnamomum camphora
374,humulus lupulus,303502-2,Humulus lupulus,Humulus lupulus L.,Cannabaceae,Species,Humulus lupulus,Humulus lupulus L.,303502-2,Humulus,2855039,Accepted,direct_wcvp_unique,Humulus lupulus
375,phyllanthus emblica l,353838-1,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthaceae,Species,Phyllanthus emblica,Phyllanthus emblica L.,353838-1,Phyllanthus,153790,Accepted,direct_wcvp_w_author_unique,Phyllanthus emblica L.
381,lomatium dissectum,143068-2,Lomatium dissectum,Lomatium dissectum (Nutt.) Mathias & Constance,Apiaceae,Species,Lomatium dissectum,Lomatium dissectum (Nutt.) Mathias & Constance,143068-2,Lomatium,2343818,Accepted,direct_wcvp_unique,Lomatium dissectum
382,vernonia amygdalina del,210886-1,Gymnanthemum amygdalinum,Gymnanthemum amygdalinum (Delile) Sch.Bip.,Asteraceae,Species,Gymnanthemum amygdalinum,Gymnanthemum amygdalinum (Delile) Sch.Bip.,210886-1,Gymnanthemum,3055640,Synonym,autoresolution,Vernonia amygdalina
384,ononis natrix subsp. hispanica,77250379-1,Ononis natrix subsp. hispanica,Ononis natrix subsp. hispanica (L.f.) Cout.,Fabaceae,Subspecies,Ononis natrix,Ononis natrix L.,510418-1,Ononis natrix,2873074,Accepted,direct_wcvp_unique,Ononis natrix subsp. hispanica
386,cephaelis ipecacuanha,1214950-2,Carapichea ipecacuanha,Carapichea ipecacuanha (Brot.) L.Andersson,Rubiaceae,Species,Carapichea ipecacuanha,Carapichea ipecacuanha (Brot.) L.Andersson,1214950-2,Carapichea,36461,Synonym,direct_wcvp_unique,Cephaelis ipecacuanha
387,sinapis alba,288952-1,Sinapis alba,Sinapis alba L.,Brassicaceae,Species,Sinapis alba,Sinapis alba L.,288952-1,Sinapis,2476404,Accepted,direct_wcvp_unique,Sinapis alba
