,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
143,lavandula angustifolia,449008-1,Lavandula angustifolia,Lavandula angustifolia Mill.,Lamiaceae,Species,Lavandula angustifolia,Lavandula angustifolia Mill.,449008-1,Lavandula,108971,Accepted,direct_wcvp,Lavandula angustifolia
144,euclea natalensis,323328-1,Euclea natalensis,Euclea natalensis A.DC.,Ebenaceae,Species,Euclea natalensis,Euclea natalensis A.DC.,323328-1,Euclea,385329,Accepted,direct_wcvp_unique,Euclea natalensis
145,coptis japonica (thunb. )makino,710316-1,Coptis japonica,Coptis japonica (Thunb.) Makino,Ranunculaceae,Species,Coptis japonica,Coptis japonica (Thunb.) Makino,710316-1,Coptis,2736112,Accepted,knms_single,Coptis japonica Bot. Mag. (Tokyo) 13: 198 (1899) (Thunb.) Makino 1899
147,helianthus annuus,119003-2,Helianthus annuus,Helianthus annuus L.,Asteraceae,Species,Helianthus annuus,Helianthus annuus L.,119003-2,Helianthus,2910966,Accepted,direct_wcvp_unique,Helianthus annuus
148,argemone albiflora hornem,671680-1,Argemone albiflora,Argemone albiflora Hornem.,Papaveraceae,Species,Argemone albiflora,Argemone albiflora Hornem.,671680-1,Argemone,2650467,Accepted,direct_wcvp_w_author_unique,Argemone albiflora Hornem.
150,argemone mexicana l,18816-2,Argemone mexicana,Argemone mexicana L.,Papaveraceae,Species,Argemone mexicana,Argemone mexicana L.,18816-2,Argemone,2650509,Accepted,direct_wcvp_w_author_unique,Argemone mexicana L.
151,petroselinum crispum,60442790-2,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Apiaceae,Species,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,60442790-2,Petroselinum,2898243,Accepted,direct_wcvp_unique,Petroselinum crispum
157,ficus carica,852556-1,Ficus carica,Ficus carica L.,Moraceae,Species,Ficus carica,Ficus carica L.,852556-1,Ficus,2809827,Accepted,direct_wcvp_unique,Ficus carica
158,scrophularia auriculata l,809039-1,Scrophularia auriculata,Scrophularia auriculata L.,Scrophulariaceae,Species,Scrophularia auriculata,Scrophularia auriculata L.,809039-1,Scrophularia,2586267,Accepted,direct_wcvp_w_author_unique,Scrophularia auriculata L.
159,triticum aestivum l,332110-2,Triticum aestivum,Triticum aestivum L.,Poaceae,Species,Triticum aestivum,Triticum aestivum L.,332110-2,Triticum,448365,Accepted,direct_wcvp_w_author_unique,Triticum aestivum L.
163,stellaria media,159330-1,Stellaria media,Stellaria media (L.) Vill.,Caryophyllaceae,Species,Stellaria media,Stellaria media (L.) Vill.,159330-1,Stellaria,2481938,Accepted,direct_wcvp,Stellaria media
164,juglans regia,442427-1,Juglans regia,Juglans regia L.,Juglandaceae,Species,Juglans regia,Juglans regia L.,442427-1,Juglans,2331747,Accepted,direct_wcvp_unique,Juglans regia
165,sinopodophyllum hexandrum(royle) t. s. ying,327192-2,Podophyllum hexandrum,Podophyllum hexandrum Royle,Berberidaceae,Species,Podophyllum hexandrum,Podophyllum hexandrum Royle,327192-2,Podophyllum,2605548,Synonym,knms_single,Sinopodophyllum hexandrum Vasc. Pl. Hengduan Mount. 1: 558 (1993) (Royle) T.S.Ying 1993
167,pycnanthemum muticum,214748-2,Pycnanthemum muticum,Pycnanthemum muticum (Michx.) Pers.,Lamiaceae,Species,Pycnanthemum muticum,Pycnanthemum muticum (Michx.) Pers.,214748-2,Pycnanthemum,171062,Accepted,direct_wcvp_unique,Pycnanthemum muticum
168,viburnum prunifolium,326270-2,Viburnum prunifolium,Viburnum prunifolium L.,Viburnaceae,Species,Viburnum prunifolium,Viburnum prunifolium L.,326270-2,Viburnum,2458593,Accepted,direct_wcvp_unique,Viburnum prunifolium
169,trachyspermum ammi,849765-1,Trachyspermum ammi,Trachyspermum ammi (L.) Sprague,Apiaceae,Species,Trachyspermum ammi,Trachyspermum ammi (L.) Sprague,849765-1,Trachyspermum,2438394,Accepted,direct_wcvp_unique,Trachyspermum ammi
171,stachys iva,459647-1,Stachys iva,Stachys iva Griseb.,Lamiaceae,Species,Stachys iva,Stachys iva Griseb.,459647-1,Stachys,195205,Accepted,direct_wcvp_unique,Stachys iva
172,matricaria recutita,154715-2,Matricaria chamomilla,Matricaria chamomilla L.,Asteraceae,Species,Matricaria chamomilla,Matricaria chamomilla L.,154715-2,Matricaria,2906537,Synonym,direct_wcvp_unique,Matricaria recutita
178,piper methysticum,198437-2,Piper methysticum,Piper methysticum G.Forst.,Piperaceae,Species,Piper methysticum,Piper methysticum G.Forst.,198437-2,Piper,2569602,Accepted,direct_wcvp,Piper methysticum
179,morinda citrifolia l,756359-1,Morinda citrifolia,Morinda citrifolia L.,Rubiaceae,Species,Morinda citrifolia,Morinda citrifolia L.,756359-1,Morinda,129789,Accepted,direct_wcvp_w_author_unique,Morinda citrifolia L.
181,portulaca oleracea,323270-2,Portulaca oleracea,Portulaca oleracea L.,Portulacaceae,Species,Portulaca oleracea,Portulaca oleracea L.,323270-2,Portulaca,2566490,Accepted,direct_wcvp_unique,Portulaca oleracea
182,berberis lycium royle,106865-1,Berberis lycium,Berberis lycium Royle,Berberidaceae,Species,Berberis lycium,Berberis lycium Royle,106865-1,Berberis,2674093,Accepted,direct_wcvp_w_author_unique,Berberis lycium Royle
183,xylopia polycarpa (dc.) oliv,77116323-1,Annickia polycarpa,Annickia polycarpa (DC.) Setten & Maas ex I.M.Turner,Annonaceae,Species,Annickia polycarpa,Annickia polycarpa (DC.) Setten & Maas ex I.M.Turner,77116323-1,Annickia,2467908,Synonym,direct_wcvp_w_author_unique,Xylopia polycarpa (DC.) Oliv.
187,ephedra sinica,383460-1,Ephedra sinica,Ephedra sinica Stapf,Ephedraceae,Species,Ephedra sinica,Ephedra sinica Stapf,383460-1,Ephedra,333041,Accepted,direct_wcvp_unique,Ephedra sinica
190,tapinanthus globiferus,551928-1,Tapinanthus globifer,Tapinanthus globifer (A.Rich.) Tiegh.,Loranthaceae,Species,Tapinanthus globifer,Tapinanthus globifer (A.Rich.) Tiegh.,551928-1,Tapinanthus,2441840,Accepted,openrefine_unique,Loranthaceae Tapinanthus globifer (A.Rich.) Tiegh.
191,eryngium cymosum f. delaroche,841746-1,Eryngium cymosum,Eryngium cymosum F.Delaroche,Apiaceae,Species,Eryngium cymosum,Eryngium cymosum F.Delaroche,841746-1,Eryngium,2799215,Accepted,autoresolution,Eryngium cymosum
192,sedum maximum,274211-1,Hylotelephium maximum,Hylotelephium maximum (L.) Holub,Crassulaceae,Species,Hylotelephium maximum,Hylotelephium maximum (L.) Holub,274211-1,Hylotelephium,2483346,Synonym,direct_wcvp_unique,Sedum maximum
194,bocconia frutescens l,316358-2,Bocconia frutescens,Bocconia frutescens L.,Papaveraceae,Species,Bocconia frutescens,Bocconia frutescens L.,316358-2,Bocconia,2677862,Accepted,direct_wcvp_w_author_unique,Bocconia frutescens L.
195,beta vulgaris,164505-1,Beta vulgaris,Beta vulgaris L.,Amaranthaceae,Species,Beta vulgaris,Beta vulgaris L.,164505-1,Beta,2675613,Accepted,direct_wcvp_unique,Beta vulgaris
196,tanacetum parthenium,252460-1,Tanacetum parthenium,Tanacetum parthenium (L.) Sch.Bip.,Asteraceae,Species,Tanacetum parthenium,Tanacetum parthenium (L.) Sch.Bip.,252460-1,Tanacetum,2916972,Accepted,direct_wcvp_unique,Tanacetum parthenium
197,viola tricolor l,869428-1,Viola tricolor,Viola tricolor L.,Violaceae,Species,Viola tricolor,Viola tricolor L.,869428-1,Viola,2461201,Accepted,direct_wcvp_w_author_unique,Viola tricolor L.
198,berberis pseudumbellata r.parker,107014-1,Berberis pseudumbellata,Berberis pseudumbellata R.Parker,Berberidaceae,Species,Berberis pseudumbellata,Berberis pseudumbellata R.Parker,107014-1,Berberis,2674336,Accepted,direct_wcvp_w_author_unique,Berberis pseudumbellata R.Parker
199,cucurbita maxima,30006538-2,Cucurbita maxima,Cucurbita maxima Duchesne,Cucurbitaceae,Species,Cucurbita maxima,Cucurbita maxima Duchesne,30006538-2,Cucurbita,2747160,Accepted,direct_wcvp_unique,Cucurbita maxima
200,berberis integerrima bunge,106778-1,Berberis integerrima,Berberis integerrima Bunge,Berberidaceae,Species,Berberis integerrima,Berberis integerrima Bunge,106778-1,Berberis,2673955,Accepted,direct_wcvp_w_author_unique,Berberis integerrima Bunge
202,mimosa pudica,313242-2,Mimosa pudica,Mimosa pudica L.,Fabaceae,Species,Mimosa pudica,Mimosa pudica L.,313242-2,Mimosa,2373711,Accepted,direct_wcvp_unique,Mimosa pudica
203,senecio candicans,244324-1,Senecio candicans,Senecio candicans Wall. ex DC.,Asteraceae,Species,Senecio candicans,Senecio candicans Wall. ex DC.,244324-1,Senecio,3080451,Accepted,direct_wcvp,Senecio candicans
204,plantago ovata,685486-1,Plantago ovata,Plantago ovata Forssk.,Plantaginaceae,Species,Plantago ovata,Plantago ovata Forssk.,685486-1,Plantago,2569899,Accepted,direct_wcvp,Plantago ovata
205,nigella sativa l,711687-1,Nigella sativa,Nigella sativa L.,Ranunculaceae,Species,Nigella sativa,Nigella sativa L.,711687-1,Nigella,2381679,Accepted,direct_wcvp_w_author_unique,Nigella sativa L.
207,scrophularia striata boiss,809537-1,Scrophularia striata,Scrophularia striata Boiss.,Scrophulariaceae,Species,Scrophularia striata,Scrophularia striata Boiss.,809537-1,Scrophularia,2587276,Accepted,direct_wcvp_w_author_unique,Scrophularia striata Boiss.
208,syzygium aromaticum,601421-1,Syzygium aromaticum,Syzygium aromaticum (L.) Merr. & L.M.Perry,Myrtaceae,Species,Syzygium aromaticum,Syzygium aromaticum (L.) Merr. & L.M.Perry,601421-1,Syzygium,199236,Accepted,direct_wcvp_unique,Syzygium aromaticum
209,carlina acaulis,189213-1,Carlina acaulis,Carlina acaulis L.,Asteraceae,Species,Carlina acaulis,Carlina acaulis L.,189213-1,Carlina,2925901,Accepted,direct_wcvp,Carlina acaulis
210,sedum acre,274996-1,Sedum acre,Sedum acre L.,Crassulaceae,Species,Sedum acre,Sedum acre L.,274996-1,Sedum,2483146,Accepted,direct_wcvp_unique,Sedum acre
211,ginkgo biloba,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba
214,mentha piperita,450969-1,Mentha × piperita,Mentha × piperita L.,Lamiaceae,Species,Mentha × piperita,Mentha × piperita L.,450969-1,Mentha,125188,Accepted,knms_single,Mentha × piperita Sp. Pl.: 576 (1753) L. 1753
216,hypericum perforatum,433719-1,Hypericum perforatum,Hypericum perforatum L.,Hypericaceae,Species,Hypericum perforatum,Hypericum perforatum L.,433719-1,Hypericum,516286,Accepted,direct_wcvp_unique,Hypericum perforatum
217,terminalia chebula,171037-1,Terminalia chebula,Terminalia chebula Retz.,Combretaceae,Species,Terminalia chebula,Terminalia chebula Retz.,171037-1,Terminalia,2431324,Accepted,direct_wcvp_unique,Terminalia chebula
218,daucus carota,841063-1,Daucus carota,Daucus carota L.,Apiaceae,Species,Daucus carota,Daucus carota L.,841063-1,Daucus,2757936,Accepted,direct_wcvp_unique,Daucus carota
219,vaccinium myrtillus,30006039-2,Vaccinium myrtillus,Vaccinium myrtillus L.,Ericaceae,Species,Vaccinium myrtillus,Vaccinium myrtillus L.,30006039-2,Vaccinium,2457648,Accepted,direct_wcvp_unique,Vaccinium myrtillus
220,serenoa repens,941782-1,Serenoa repens,Serenoa repens (W.Bartram) Small,Arecaceae,Species,Serenoa repens,Serenoa repens (W.Bartram) Small,941782-1,Serenoa,190787,Accepted,direct_wcvp_unique,Serenoa repens
222,scrophularia nodosa l,30088899-2,Scrophularia nodosa,Scrophularia nodosa L.,Scrophulariaceae,Species,Scrophularia nodosa,Scrophularia nodosa L.,30088899-2,Scrophularia,2587382,Accepted,direct_wcvp_w_author_unique,Scrophularia nodosa L.
223,abelmoschus esculentus,558006-1,Abelmoschus esculentus,Abelmoschus esculentus (L.) Moench,Malvaceae,Species,Abelmoschus esculentus,Abelmoschus esculentus (L.) Moench,558006-1,Abelmoschus,2609574,Accepted,direct_wcvp_unique,Abelmoschus esculentus
224,azadirachta indica,1213180-2,Azadirachta indica,Azadirachta indica A.Juss.,Meliaceae,Species,Azadirachta indica,Azadirachta indica A.Juss.,1213180-2,Azadirachta,2667002,Accepted,direct_wcvp_unique,Azadirachta indica
225,plectranthus amboinicus,445902-1,Coleus amboinicus,Coleus amboinicus Lour.,Lamiaceae,Species,Coleus amboinicus,Coleus amboinicus Lour.,445902-1,Coleus,157885,Synonym,direct_wcvp_unique,Plectranthus amboinicus
226,ageratina petiolaris,6986-2,Ageratina petiolaris,Ageratina petiolaris (Moc. & Sessé ex DC.) R.M.King & H.Rob.,Asteraceae,Species,Ageratina petiolaris,Ageratina petiolaris (Moc. & Sessé ex DC.) R.M.King & H.Rob.,6986-2,Ageratina,3127467,Accepted,direct_wcvp_unique,Ageratina petiolaris
231,inula helenium,225914-1,Inula helenium,Inula helenium L.,Asteraceae,Species,Inula helenium,Inula helenium L.,225914-1,Inula,2901737,Accepted,direct_wcvp,Inula helenium
233,murraya koenigii,771522-1,Bergera koenigii,Bergera koenigii L.,Rutaceae,Species,Bergera koenigii,Bergera koenigii L.,771522-1,Bergera,2510478,Synonym,direct_wcvp_unique,Murraya koenigii
234,zingiber officinale,798372-1,Zingiber officinale,Zingiber officinale Roscoe,Zingiberaceae,Species,Zingiber officinale,Zingiber officinale Roscoe,798372-1,Zingiber,273361,Accepted,direct_wcvp_unique,Zingiber officinale
235,berberis jaeschkeana c. k.schneid,106787-1,Berberis jaeschkeana,Berberis jaeschkeana C.K.Schneid.,Berberidaceae,Species,Berberis jaeschkeana,Berberis jaeschkeana C.K.Schneid.,106787-1,Berberis,2673971,Accepted,direct_wcvp_w_author_unique,Berberis jaeschkeana C.K.Schneid.
236,elettaria cadamomum,796556-1,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,Zingiberaceae,Species,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,796556-1,Elettaria,243056,Accepted,openrefine_unique,Zingiberaceae Elettaria cardamomum (L.) Maton
237,anethum graveolens l,837530-1,Anethum graveolens,Anethum graveolens L.,Apiaceae,Species,Anethum graveolens,Anethum graveolens L.,837530-1,Anethum,2638934,Accepted,direct_wcvp_w_author_unique,Anethum graveolens L.
239,echinacea angustifolia dc,87143-2,Echinacea angustifolia,Echinacea angustifolia DC.,Asteraceae,Species,Echinacea angustifolia,Echinacea angustifolia DC.,87143-2,Echinacea,2910344,Accepted,direct_wcvp_w_author_unique,Echinacea angustifolia DC.
240,annickia pilosa (exell) setten &maas (ex-enantia pilosa exell,948448-1,Annickia pilosa,Annickia pilosa (Exell) Setten & Maas,Annonaceae,Species,Annickia pilosa,Annickia pilosa (Exell) Setten & Maas,948448-1,Annickia,2640765,Accepted,knms_single,Annickia pilosa Taxon 39: 676 (1990) (Exell) Setten & Maas 1990
242,persea americana,325643-2,Persea americana,Persea americana Mill.,Lauraceae,Species,Persea americana,Persea americana Mill.,325643-2,Persea,2529835,Accepted,direct_wcvp_unique,Persea americana
243,oenothera biennis,172755-2,Oenothera biennis,Oenothera biennis L.,Onagraceae,Species,Oenothera biennis,Oenothera biennis L.,172755-2,Oenothera,2399189,Accepted,direct_wcvp_unique,Oenothera biennis
244,matricaria pubescens,236194-1,Otoglyphis pubescens,Otoglyphis pubescens (Desf.) Pomel,Asteraceae,Species,Otoglyphis pubescens,Otoglyphis pubescens (Desf.) Pomel,236194-1,Otoglyphis,3112111,Synonym,direct_wcvp_unique,Matricaria pubescens
245,papaver hybridum l,,Roemeria sicula,"Roemeria sicula (Guss.) Galasso, Banfi, L.Sáez & Bartolucci",Papaveraceae,Species,Roemeria sicula,"Roemeria sicula (Guss.) Galasso, Banfi, L.Sáez & Bartolucci",,Roemeria,2560734,Synonym,direct_wcvp_w_author_unique,Papaver hybridum L.
246,lagenaria siceraria,134809-2,Lagenaria siceraria,Lagenaria siceraria (Molina) Standl.,Cucurbitaceae,Species,Lagenaria siceraria,Lagenaria siceraria (Molina) Standl.,134809-2,Lagenaria,2342950,Accepted,direct_wcvp_unique,Lagenaria siceraria
247,vitex agnus-castus,865568-1,Vitex agnus-castus,Vitex agnus-castus L.,Lamiaceae,Species,Vitex agnus-castus,Vitex agnus-castus L.,865568-1,Vitex,213297,Accepted,direct_wcvp_unique,Vitex agnus-castus
248,apium graveolens,838067-1,Apium graveolens,Apium graveolens L.,Apiaceae,Species,Apium graveolens,Apium graveolens L.,838067-1,Apium,2644053,Accepted,direct_wcvp,Apium graveolens
250,mahonia napaulensis dc,60461528-2,Berberis napaulensis,Berberis napaulensis (DC.) Spreng.,Berberidaceae,Species,Berberis napaulensis,Berberis napaulensis (DC.) Spreng.,60461528-2,Berberis,2359291,Synonym,direct_wcvp_w_author_unique,Mahonia napaulensis DC.
252,berberis tinctoria lesch,107137-1,Berberis tinctoria,Berberis tinctoria Lesch.,Berberidaceae,Species,Berberis tinctoria,Berberis tinctoria Lesch.,107137-1,Berberis,2674529,Accepted,direct_wcvp_w_author_unique,Berberis tinctoria Lesch.
253,impatiens capensis,30008241-2,Impatiens capensis,Impatiens capensis Meerb.,Balsaminaceae,Species,Impatiens capensis,Impatiens capensis Meerb.,30008241-2,Impatiens,2862264,Accepted,direct_wcvp,Impatiens capensis
254,boswellia serrata,127067-1,Boswellia serrata,Boswellia serrata Roxb.,Burseraceae,Species,Boswellia serrata,Boswellia serrata Roxb.,127067-1,Boswellia,2680580,Accepted,direct_wcvp_unique,Boswellia serrata
255,pulicaria wightiana,240627-1,Pulicaria wightiana,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Species,Pulicaria wightiana,Pulicaria wightiana (DC.) C.B.Clarke,240627-1,Pulicaria,3113751,Accepted,direct_wcvp_unique,Pulicaria wightiana
256,linum usitatissimum,544772-1,Linum usitatissimum,Linum usitatissimum L.,Linaceae,Species,Linum usitatissimum,Linum usitatissimum L.,544772-1,Linum,2353429,Accepted,direct_wcvp_unique,Linum usitatissimum
257,eleusine coracana,399945-1,Eleusine coracana,Eleusine coracana (L.) Gaertn.,Poaceae,Species,Eleusine coracana,Eleusine coracana (L.) Gaertn.,399945-1,Eleusine,410607,Accepted,direct_wcvp_unique,Eleusine coracana
258,trigonella foenum-graecum,523957-1,Trigonella foenum-graecum,Trigonella foenum-graecum L.,Fabaceae,Species,Trigonella foenum-graecum,Trigonella foenum-graecum L.,523957-1,Trigonella,2441407,Accepted,direct_wcvp_unique,Trigonella foenum-graecum
259,laurus nobilis,465049-1,Laurus nobilis,Laurus nobilis L.,Lauraceae,Species,Laurus nobilis,Laurus nobilis L.,465049-1,Laurus,2349094,Accepted,direct_wcvp_unique,Laurus nobilis
260,gymnema sylvestre (retz.) r. br. ex sm,60454719-2,Gymnema sylvestre,Gymnema sylvestre (Retz.) R.Br. ex Sm.,Apocynaceae,Species,Gymnema sylvestre,Gymnema sylvestre (Retz.) R.Br. ex Sm.,60454719-2,Gymnema,506350,Accepted,knms_single,"Gymnema sylvestre A.Rees, Cycl. 17: n.º 4 (1811) (Retz.) R.Br. ex Sm. 1811"
263,berberis darwinii hook,273235-2,Berberis darwinii,Berberis darwinii Hook.,Berberidaceae,Species,Berberis darwinii,Berberis darwinii Hook.,273235-2,Berberis,2673673,Accepted,direct_wcvp_w_author_unique,Berberis darwinii Hook.
264,syzygium cumini,601603-1,Syzygium cumini,Syzygium cumini (L.) Skeels,Myrtaceae,Species,Syzygium cumini,Syzygium cumini (L.) Skeels,601603-1,Syzygium,199476,Accepted,direct_wcvp_unique,Syzygium cumini
265,ocimum tenuiflorum,453130-1,Ocimum tenuiflorum,Ocimum tenuiflorum L.,Lamiaceae,Species,Ocimum tenuiflorum,Ocimum tenuiflorum L.,453130-1,Ocimum,137105,Accepted,direct_wcvp_unique,Ocimum tenuiflorum
266,spinacia oleracea,167384-1,Spinacia oleracea,Spinacia oleracea L.,Amaranthaceae,Species,Spinacia oleracea,Spinacia oleracea L.,167384-1,Spinacia,2483900,Accepted,direct_wcvp_unique,Spinacia oleracea
267,cimicifuga racemosa,316204-2,Actaea racemosa,Actaea racemosa L.,Ranunculaceae,Species,Actaea racemosa,Actaea racemosa L.,316204-2,Actaea,2720998,Synonym,direct_wcvp_unique,Cimicifuga racemosa
269,pulsatilla patens,30094592-2,Pulsatilla patens,Pulsatilla patens (L.) Mill.,Ranunculaceae,Species,Pulsatilla patens,Pulsatilla patens (L.) Mill.,30094592-2,Pulsatilla,2544200,Accepted,direct_wcvp_unique,Pulsatilla patens
272,brassica juncea,60442520-2,Brassica juncea,Brassica juncea (L.) Czern.,Brassicaceae,Species,Brassica juncea,Brassica juncea (L.) Czern.,60442520-2,Brassica,2682298,Accepted,direct_wcvp_unique,Brassica juncea
273,rubus idaeus,298089-2,Rubus idaeus,Rubus idaeus L.,Rosaceae,Species,Rubus idaeus,Rubus idaeus L.,298089-2,Rubus,2982071,Accepted,direct_wcvp_unique,Rubus idaeus
274,arachis hypogaea,318562-2,Arachis hypogaea,Arachis hypogaea L.,Fabaceae,Species,Arachis hypogaea,Arachis hypogaea L.,318562-2,Arachis,2646420,Accepted,direct_wcvp_unique,Arachis hypogaea
275,prunella vulgaris,455176-1,Prunella vulgaris,Prunella vulgaris L.,Lamiaceae,Species,Prunella vulgaris,Prunella vulgaris L.,455176-1,Prunella,166020,Accepted,direct_wcvp_unique,Prunella vulgaris
276,passiflora incarnata,675096-1,Passiflora incarnata,Passiflora incarnata L.,Passifloraceae,Species,Passiflora incarnata,Passiflora incarnata L.,675096-1,Passiflora,2560416,Accepted,direct_wcvp,Passiflora incarnata
277,mahonia fortunei (lindl. )fedde,106663-1,Berberis fortunei,Berberis fortunei Lindl.,Berberidaceae,Species,Berberis fortunei,Berberis fortunei Lindl.,106663-1,Berberis,2358498,Synonym,knms_single,Mahonia fortunei Bot. Jahrb. Syst. 31: 130 (1901) (Lindl.) Fedde 1901
278,saponaria officinalis,156627-1,Saponaria officinalis,Saponaria officinalis L.,Caryophyllaceae,Species,Saponaria officinalis,Saponaria officinalis L.,156627-1,Saponaria,2484914,Accepted,direct_wcvp_unique,Saponaria officinalis
280,rollinia mucosa (jacq.) baill,72259-1,Annona mucosa,Annona mucosa Jacq.,Annonaceae,Species,Annona mucosa,Annona mucosa Jacq.,72259-1,Annona,2422355,Synonym,direct_wcvp_w_author_unique,Rollinia mucosa (Jacq.) Baill.
281,pygeum africanum,729417-1,Prunus africana,Prunus africana (Hook.f.) Kalkman,Rosaceae,Species,Prunus africana,Prunus africana (Hook.f.) Kalkman,729417-1,Prunus,2921971,Synonym,direct_wcvp_unique,Pygeum africanum
282,mandragora officinarum,816733-1,Mandragora officinarum,Mandragora officinarum L.,Solanaceae,Species,Mandragora officinarum,Mandragora officinarum L.,816733-1,Mandragora,2506563,Accepted,direct_wcvp_unique,Mandragora officinarum
283,capsella bursa-pastoris,30092589-2,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,Brassicaceae,Species,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,30092589-2,Capsella,2697999,Accepted,direct_wcvp_unique,Capsella bursa-pastoris
284,berberis petiolaris wall. ex g.don,106978-1,Berberis petiolaris,Berberis petiolaris Wall. ex G.Don,Berberidaceae,Species,Berberis petiolaris,Berberis petiolaris Wall. ex G.Don,106978-1,Berberis,2674269,Accepted,direct_wcvp_w_author_unique,Berberis petiolaris Wall. ex G.Don
286,papaver dubium l,673488-1,Papaver dubium,Papaver dubium L.,Papaveraceae,Species,Papaver dubium,Papaver dubium L.,673488-1,Papaver,2560793,Accepted,direct_wcvp_w_author_unique,Papaver dubium L.
287,coptis teeta wall,710326-1,Coptis teeta,Coptis teeta Wall.,Ranunculaceae,Species,Coptis teeta,Coptis teeta Wall.,710326-1,Coptis,2736135,Accepted,direct_wcvp_w_author_unique,Coptis teeta Wall.
288,gentiana lutea,368453-1,Gentiana lutea,Gentiana lutea L.,Gentianaceae,Species,Gentiana lutea,Gentiana lutea L.,368453-1,Gentiana,2820867,Accepted,direct_wcvp,Gentiana lutea
289,piper nigrum,682369-1,Piper nigrum,Piper nigrum L.,Piperaceae,Species,Piper nigrum,Piper nigrum L.,682369-1,Piper,2569664,Accepted,direct_wcvp_unique,Piper nigrum
290,scrophularia canina l,809084-1,Scrophularia canina,Scrophularia canina L.,Scrophulariaceae,Species,Scrophularia canina,Scrophularia canina L.,809084-1,Scrophularia,2585617,Accepted,direct_wcvp_w_author_unique,Scrophularia canina L.
291,coriandrum sativum,840760-1,Coriandrum sativum,Coriandrum sativum L.,Apiaceae,Species,Coriandrum sativum,Coriandrum sativum L.,840760-1,Coriandrum,2737546,Accepted,direct_wcvp_unique,Coriandrum sativum
296,origanum vulgare,453395-1,Origanum vulgare,Origanum vulgare L.,Lamiaceae,Species,Origanum vulgare,Origanum vulgare L.,453395-1,Origanum,143954,Accepted,direct_wcvp_unique,Origanum vulgare
298,angelica archangelica,837560-1,Angelica archangelica,Angelica archangelica L.,Apiaceae,Species,Angelica archangelica,Angelica archangelica L.,837560-1,Angelica,2638995,Accepted,direct_wcvp_unique,Angelica archangelica
299,veronica officinalis,812402-1,Veronica officinalis,Veronica officinalis L.,Plantaginaceae,Species,Veronica officinalis,Veronica officinalis L.,812402-1,Veronica,2463283,Accepted,direct_wcvp_unique,Veronica officinalis
300,tinospora sinensis (lour. )merr,581638-1,Tinospora sinensis,Tinospora sinensis (Lour.) Merr.,Menispermaceae,Species,Tinospora sinensis,Tinospora sinensis (Lour.) Merr.,581638-1,Tinospora,2516871,Accepted,knms_single,Tinospora sinensis Sunyatsenia 1: 193 (1934) (Lour.) Merr. 1934
301,salvia haenkei,456337-1,Salvia haenkei,Salvia haenkei Benth.,Lamiaceae,Species,Salvia haenkei,Salvia haenkei Benth.,456337-1,Salvia,182777,Accepted,direct_wcvp_unique,Salvia haenkei
305,cannabis sativa l,306087-2,Cannabis sativa,Cannabis sativa L.,Cannabaceae,Species,Cannabis sativa,Cannabis sativa L.,306087-2,Cannabis,2696480,Accepted,direct_wcvp_w_author_unique,Cannabis sativa L.
310,tilia cordata mill,835277-1,Tilia cordata,Tilia cordata Mill.,Malvaceae,Species,Tilia cordata,Tilia cordata Mill.,835277-1,Tilia,2518181,Accepted,direct_wcvp_w_author_unique,Tilia cordata Mill.
316,berberis actinacantha mart,106382-1,Berberis actinacantha,Berberis actinacantha Mart. ex Schult. & Schult.f.,Berberidaceae,Species,Berberis actinacantha,Berberis actinacantha Mart. ex Schult. & Schult.f.,106382-1,Berberis,2673364,Accepted,autoresolution,Berberis actinacantha
322,areca catechu,664107-1,Areca catechu,Areca catechu L.,Arecaceae,Species,Areca catechu,Areca catechu L.,664107-1,Areca,14517,Accepted,direct_wcvp_unique,Areca catechu
325,barosma betulina,770863-1,Agathosma betulina,Agathosma betulina (P.J.Bergius) Pillans,Rutaceae,Species,Agathosma betulina,Agathosma betulina (P.J.Bergius) Pillans,770863-1,Agathosma,2670343,Synonym,direct_wcvp_unique,Barosma betulina
350,sideritis raeseri boiss & heldr. subsp. raeseri,77171935-1,Sideritis raeseri subsp. raeseri,Sideritis raeseri subsp. raeseri,Lamiaceae,Subspecies,Sideritis raeseri,Sideritis raeseri Boiss. & Heldr.,459065-1,Sideritis raeseri,191597,Accepted,knms_single,Sideritis raeseri subsp. raeseri
