,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
156,vaccinium macrocarpon,261912-2,Vaccinium macrocarpon,Vaccinium macrocarpon Aiton,Ericaceae,Species,Vaccinium macrocarpon,Vaccinium macrocarpon Aiton,261912-2,Vaccinium,2457729,Accepted,direct_wcvp_unique,Vaccinium macrocarpon
157,sinopodophyllum hexandrum(royle) t. s. ying,327192-2,Podophyllum hexandrum,Podophyllum hexandrum Royle,Berberidaceae,Species,Podophyllum hexandrum,Podophyllum hexandrum Royle,327192-2,Podophyllum,2605548,Synonym,knms_single,Sinopodophyllum hexandrum Vasc. Pl. Hengduan Mount. 1: 558 (1993) (Royle) T.S.Ying 1993
160,mentha arvensis,30026217-2,Mentha arvensis,Mentha arvensis L.,Lamiaceae,Species,Mentha arvensis,Mentha arvensis L.,30026217-2,Mentha,124385,Accepted,direct_wcvp_unique,Mentha arvensis
161,berberis jaeschkeana c. k.schneid,106787-1,Berberis jaeschkeana,Berberis jaeschkeana C.K.Schneid.,Berberidaceae,Species,Berberis jaeschkeana,Berberis jaeschkeana C.K.Schneid.,106787-1,Berberis,2673971,Accepted,direct_wcvp_w_author_unique,Berberis jaeschkeana C.K.Schneid.
162,guaiacum officinale,873252-1,Guaiacum officinale,Guaiacum officinale L.,Zygophyllaceae,Species,Guaiacum officinale,Guaiacum officinale L.,873252-1,Guaiacum,2833809,Accepted,direct_wcvp_unique,Guaiacum officinale
163,panax quinquefolia,300467-2,Panax quinquefolius,Panax quinquefolius L.,Araliaceae,Species,Panax quinquefolius,Panax quinquefolius L.,300467-2,Panax,146781,Accepted,knms_single,Panax quinquefolius Sp. Pl.: 1058 (1753) L. 1753
166,syzygium aromaticum,601421-1,Syzygium aromaticum,Syzygium aromaticum (L.) Merr. & L.M.Perry,Myrtaceae,Species,Syzygium aromaticum,Syzygium aromaticum (L.) Merr. & L.M.Perry,601421-1,Syzygium,199236,Accepted,direct_wcvp_unique,Syzygium aromaticum
167,primula veris,702751-1,Primula veris,Primula veris L.,Primulaceae,Species,Primula veris,Primula veris L.,702751-1,Primula,2563733,Accepted,direct_wcvp_unique,Primula veris
170,sambucus nigra,30122169-2,Sambucus nigra,Sambucus nigra L.,Viburnaceae,Species,Sambucus nigra,Sambucus nigra L.,30122169-2,Sambucus,2486519,Accepted,direct_wcvp,Sambucus nigra
171,pisum sativum,501912-1,Lathyrus oleraceus,Lathyrus oleraceus Lam.,Fabaceae,Species,Lathyrus oleraceus,Lathyrus oleraceus Lam.,501912-1,Lathyrus,2540021,Synonym,direct_wcvp_unique,Pisum sativum
172,momordica charantia l,293413-1,Momordica charantia,Momordica charantia L.,Cucurbitaceae,Species,Momordica charantia,Momordica charantia L.,293413-1,Momordica,2372864,Accepted,direct_wcvp_w_author_unique,Momordica charantia L.
173,berberis pseudumbellata r.parker,107014-1,Berberis pseudumbellata,Berberis pseudumbellata R.Parker,Berberidaceae,Species,Berberis pseudumbellata,Berberis pseudumbellata R.Parker,107014-1,Berberis,2674336,Accepted,direct_wcvp_w_author_unique,Berberis pseudumbellata R.Parker
174,andrographis paniculata,45226-1,Andrographis paniculata,Andrographis paniculata (Burm.f.) Wall. ex Nees,Acanthaceae,Species,Andrographis paniculata,Andrographis paniculata (Burm.f.) Wall. ex Nees,45226-1,Andrographis,2637069,Accepted,direct_wcvp_unique,Andrographis paniculata
176,polygala senega,283498-2,Polygala senega,Polygala senega L.,Polygalaceae,Species,Polygala senega,Polygala senega L.,283498-2,Polygala,2573250,Accepted,direct_wcvp_unique,Polygala senega
177,scutellaria baicalensis,458155-1,Scutellaria baicalensis,Scutellaria baicalensis Georgi,Lamiaceae,Species,Scutellaria baicalensis,Scutellaria baicalensis Georgi,458155-1,Scutellaria,188938,Accepted,direct_wcvp_unique,Scutellaria baicalensis
178,berberis aristata,106427-1,Berberis aristata,Berberis aristata DC.,Berberidaceae,Species,Berberis aristata,Berberis aristata DC.,106427-1,Berberis,2673438,Accepted,direct_wcvp_unique,Berberis aristata
179,centella asiatica,1197718-2,Centella asiatica,Centella asiatica (L.) Urb.,Apiaceae,Species,Centella asiatica,Centella asiatica (L.) Urb.,1197718-2,Centella,2708815,Accepted,direct_wcvp_unique,Centella asiatica
180,helianthus annuus,119003-2,Helianthus annuus,Helianthus annuus L.,Asteraceae,Species,Helianthus annuus,Helianthus annuus L.,119003-2,Helianthus,2910966,Accepted,direct_wcvp_unique,Helianthus annuus
182,chasmanthera dependens hoechst,580270-1,Chasmanthera dependens,Chasmanthera dependens Hochst.,Menispermaceae,Species,Chasmanthera dependens,Chasmanthera dependens Hochst.,580270-1,Chasmanthera,2715956,Accepted,autoresolution,Chasmanthera dependens
184,passiflora incarnata,675096-1,Passiflora incarnata,Passiflora incarnata L.,Passifloraceae,Species,Passiflora incarnata,Passiflora incarnata L.,675096-1,Passiflora,2560416,Accepted,direct_wcvp,Passiflora incarnata
185,trigonella foenum-graecum,523957-1,Trigonella foenum-graecum,Trigonella foenum-graecum L.,Fabaceae,Species,Trigonella foenum-graecum,Trigonella foenum-graecum L.,523957-1,Trigonella,2441407,Accepted,direct_wcvp_unique,Trigonella foenum-graecum
186,artemisia absinthium,300106-2,Artemisia absinthium,Artemisia absinthium L.,Asteraceae,Species,Artemisia absinthium,Artemisia absinthium L.,300106-2,Artemisia,2909600,Accepted,direct_wcvp_unique,Artemisia absinthium
187,allium cepa,527795-1,Allium cepa,Allium cepa L.,Amaryllidaceae,Species,Allium cepa,Allium cepa L.,527795-1,Allium,295261,Accepted,direct_wcvp_unique,Allium cepa
188,krameria triandra,912741-1,Krameria lappacea,Krameria lappacea (Dombey) Burdet & B.B.Simpson,Krameriaceae,Species,Krameria lappacea,Krameria lappacea (Dombey) Burdet & B.B.Simpson,912741-1,Krameria,2336138,Synonym,direct_wcvp_unique,Krameria triandra
189,cinnamomum camphora,463336-1,Cinnamomum camphora,Cinnamomum camphora (L.) J.Presl,Lauraceae,Species,Cinnamomum camphora,Cinnamomum camphora (L.) J.Presl,463336-1,Cinnamomum,2721183,Accepted,direct_wcvp_unique,Cinnamomum camphora
190,lagenaria siceraria,134809-2,Lagenaria siceraria,Lagenaria siceraria (Molina) Standl.,Cucurbitaceae,Species,Lagenaria siceraria,Lagenaria siceraria (Molina) Standl.,134809-2,Lagenaria,2342950,Accepted,direct_wcvp_unique,Lagenaria siceraria
191,anemopsis californica,677262-1,Anemopsis californica,Anemopsis californica (Nutt.) Hook. & Arn.,Saururaceae,Species,Anemopsis californica,Anemopsis californica (Nutt.) Hook. & Arn.,677262-1,Anemopsis,382201,Accepted,direct_wcvp_unique,Anemopsis californica
192,bidens pilosa,32564-2,Bidens pilosa,Bidens pilosa L.,Asteraceae,Species,Bidens pilosa,Bidens pilosa L.,32564-2,Bidens,2925686,Accepted,direct_wcvp_unique,Bidens pilosa
193,terminalia chebula,171037-1,Terminalia chebula,Terminalia chebula Retz.,Combretaceae,Species,Terminalia chebula,Terminalia chebula Retz.,171037-1,Terminalia,2431324,Accepted,direct_wcvp_unique,Terminalia chebula
194,ecballium elaterium rich,292573-1,Ecballium elaterium,Ecballium elaterium (L.) A.Rich.,Cucurbitaceae,Species,Ecballium elaterium,Ecballium elaterium (L.) A.Rich.,292573-1,Ecballium,2780660,Accepted,autoresolution,Ecballium elaterium
195,aloe vera,530017-1,Aloe vera,Aloe vera (L.) Burm.f.,Asphodelaceae,Species,Aloe vera,Aloe vera (L.) Burm.f.,530017-1,Aloe,298116,Accepted,direct_wcvp,Aloe vera
196,arctium lappa,178385-1,Arctium lappa,Arctium lappa L.,Asteraceae,Species,Arctium lappa,Arctium lappa L.,178385-1,Arctium,2900828,Accepted,direct_wcvp_unique,Arctium lappa
197,elymus repens,90320-2,Elymus repens,Elymus repens (L.) Gould,Poaceae,Species,Elymus repens,Elymus repens (L.) Gould,90320-2,Elymus,411505,Accepted,direct_wcvp_unique,Elymus repens
200,cornus paniculata,271653-1,Cornus racemosa,Cornus racemosa Lam.,Cornaceae,Species,Cornus racemosa,Cornus racemosa Lam.,271653-1,Cornus,47464,Synonym,direct_wcvp,Cornus paniculata
202,ajuga laxmannii,444609-1,Ajuga laxmannii,Ajuga laxmannii (L.) Benth.,Lamiaceae,Species,Ajuga laxmannii,Ajuga laxmannii (L.) Benth.,444609-1,Ajuga,5308,Accepted,direct_wcvp_unique,Ajuga laxmannii
203,salvia fruticosa mill,456249-1,Salvia fruticosa,Salvia fruticosa Mill.,Lamiaceae,Species,Salvia fruticosa,Salvia fruticosa Mill.,456249-1,Salvia,182683,Accepted,direct_wcvp_w_author_unique,Salvia fruticosa Mill.
205,juniperus virginiana,132551-2,Juniperus virginiana,Juniperus virginiana L.,Cupressaceae,Species,Juniperus virginiana,Juniperus virginiana L.,132551-2,Juniperus,377287,Accepted,direct_wcvp_unique,Juniperus virginiana
206,centaurea depressa bieb,190353-1,Centaurea depressa,Centaurea depressa M.Bieb.,Asteraceae,Species,Centaurea depressa,Centaurea depressa M.Bieb.,190353-1,Centaurea,3048519,Accepted,autoresolution,Centaurea depressa
207,piper cubeba,681071-1,Piper cubeba,Piper cubeba L.f.,Piperaceae,Species,Piper cubeba,Piper cubeba L.f.,681071-1,Piper,2557647,Accepted,direct_wcvp_unique,Piper cubeba
208,plectranthus amboinicus,445902-1,Coleus amboinicus,Coleus amboinicus Lour.,Lamiaceae,Species,Coleus amboinicus,Coleus amboinicus Lour.,445902-1,Coleus,157885,Synonym,direct_wcvp_unique,Plectranthus amboinicus
210,paullinia cupana,784110-1,Paullinia cupana,Paullinia cupana Kunth,Sapindaceae,Species,Paullinia cupana,Paullinia cupana Kunth,784110-1,Paullinia,2543056,Accepted,direct_wcvp_unique,Paullinia cupana
212,berberis asiatica,106433-1,Berberis asiatica,Berberis asiatica Roxb. ex DC.,Berberidaceae,Species,Berberis asiatica,Berberis asiatica Roxb. ex DC.,106433-1,Berberis,2673446,Accepted,direct_wcvp,Berberis asiatica
213,scrophularia variegata,60461553-2,Scrophularia variegata,Scrophularia variegata M.Bieb.,Scrophulariaceae,Species,Scrophularia variegata,Scrophularia variegata M.Bieb.,60461553-2,Scrophularia,3001125,Accepted,direct_wcvp,Scrophularia variegata
214,solidago virgaurea,249947-1,Solidago virgaurea,Solidago virgaurea L.,Asteraceae,Species,Solidago virgaurea,Solidago virgaurea L.,249947-1,Solidago,2911230,Accepted,direct_wcvp_unique,Solidago virgaurea
215,syringa vulgaris,289009-2,Syringa vulgaris,Syringa vulgaris L.,Oleaceae,Species,Syringa vulgaris,Syringa vulgaris L.,289009-2,Syringa,356495,Accepted,direct_wcvp_unique,Syringa vulgaris
216,pyrus communis,30065762-2,Pyrus communis,Pyrus communis L.,Rosaceae,Species,Pyrus communis,Pyrus communis L.,30065762-2,Pyrus,2963115,Accepted,direct_wcvp_unique,Pyrus communis
218,rubus idaeus,298089-2,Rubus idaeus,Rubus idaeus L.,Rosaceae,Species,Rubus idaeus,Rubus idaeus L.,298089-2,Rubus,2982071,Accepted,direct_wcvp_unique,Rubus idaeus
219,myrica asplenifolium,64014-2,Comptonia peregrina,Comptonia peregrina (L.) Coult.,Myricaceae,Species,Comptonia peregrina,Comptonia peregrina (L.) Coult.,64014-2,Comptonia,2500769,Synonym,knms_single,Myrica aspleniifolia Sp. Pl.: 1024 (1753) L. 1753
221,pinus virginiana,263413-1,Pinus virginiana,Pinus virginiana Mill.,Pinaceae,Species,Pinus virginiana,Pinus virginiana Mill.,263413-1,Pinus,380091,Accepted,direct_wcvp_unique,Pinus virginiana
223,frangula alnus,717344-1,Frangula alnus,Frangula alnus Mill.,Rhamnaceae,Species,Frangula alnus,Frangula alnus Mill.,717344-1,Frangula,2814031,Accepted,direct_wcvp_unique,Frangula alnus
225,chenopodium botrys l,1076147-2,Dysphania botrys,Dysphania botrys (L.) Mosyakin & Clemants,Amaranthaceae,Species,Dysphania botrys,Dysphania botrys (L.) Mosyakin & Clemants,1076147-2,Dysphania,2717183,Synonym,direct_wcvp_w_author_unique,Chenopodium botrys L.
227,brassica juncea,60442520-2,Brassica juncea,Brassica juncea (L.) Czern.,Brassicaceae,Species,Brassica juncea,Brassica juncea (L.) Czern.,60442520-2,Brassica,2682298,Accepted,direct_wcvp_unique,Brassica juncea
229,hypericum empetrifolium,433403-1,Hypericum empetrifolium,Hypericum empetrifolium Willd.,Hypericaceae,Species,Hypericum empetrifolium,Hypericum empetrifolium Willd.,433403-1,Hypericum,515400,Accepted,direct_wcvp,Hypericum empetrifolium
231,allium sativum,528796-1,Allium sativum,Allium sativum L.,Amaryllidaceae,Species,Allium sativum,Allium sativum L.,528796-1,Allium,296499,Accepted,direct_wcvp_unique,Allium sativum
232,malva sylvestris l,561932-1,Malva sylvestris,Malva sylvestris L.,Malvaceae,Species,Malva sylvestris,Malva sylvestris L.,561932-1,Malva,2504118,Accepted,direct_wcvp_w_author_unique,Malva sylvestris L.
234,nepeta cataria,452333-1,Nepeta cataria,Nepeta cataria L.,Lamiaceae,Species,Nepeta cataria,Nepeta cataria L.,452333-1,Nepeta,134509,Accepted,direct_wcvp_unique,Nepeta cataria
235,boerhaavia diffusa,326899-2,Boerhavia diffusa,Boerhavia diffusa L.,Nyctaginaceae,Species,Boerhavia diffusa,Boerhavia diffusa L.,326899-2,Boerhavia,2678624,Accepted,knms_single,Boerhavia diffusa Sp. Pl.: 3 (1753) L. 1753
237,ribes nigrum,792873-1,Ribes nigrum,Ribes nigrum L.,Grossulariaceae,Species,Ribes nigrum,Ribes nigrum L.,792873-1,Ribes,2426569,Accepted,direct_wcvp_unique,Ribes nigrum
239,viburnum prunifolium,326270-2,Viburnum prunifolium,Viburnum prunifolium L.,Viburnaceae,Species,Viburnum prunifolium,Viburnum prunifolium L.,326270-2,Viburnum,2458593,Accepted,direct_wcvp_unique,Viburnum prunifolium
240,dioscorea villosa,318778-1,Dioscorea villosa,Dioscorea villosa L.,Dioscoreaceae,Species,Dioscorea villosa,Dioscorea villosa L.,318778-1,Dioscorea,241123,Accepted,direct_wcvp_unique,Dioscorea villosa
241,phytolacca octandra,323293-2,Phytolacca octandra,Phytolacca octandra L.,Phytolaccaceae,Species,Phytolacca octandra,Phytolacca octandra L.,323293-2,Phytolacca,2562609,Accepted,direct_wcvp_unique,Phytolacca octandra
242,populus tremula,302387-2,Populus tremula,Populus tremula L.,Salicaceae,Species,Populus tremula,Populus tremula L.,302387-2,Populus,2917379,Accepted,direct_wcvp_unique,Populus tremula
245,musa x paradisiaca,797595-1,Musa × paradisiaca,Musa × paradisiaca L.,Musaceae,Species,Musa × paradisiaca,Musa × paradisiaca L.,797595-1,Musa,254888,Accepted,knms_single,Musa × paradisiaca Sp. Pl.: 1043 (1753) L. 1753
247,punica granatum,554129-1,Punica granatum,Punica granatum L.,Lythraceae,Species,Punica granatum,Punica granatum L.,554129-1,Punica,2536844,Accepted,direct_wcvp_unique,Punica granatum
248,origanum onites,453331-1,Origanum onites,Origanum onites L.,Lamiaceae,Species,Origanum onites,Origanum onites L.,453331-1,Origanum,143884,Accepted,direct_wcvp_unique,Origanum onites
249,chelidonium majus,303589-2,Chelidonium majus,Chelidonium majus L.,Papaveraceae,Species,Chelidonium majus,Chelidonium majus L.,303589-2,Chelidonium,2716702,Accepted,direct_wcvp_unique,Chelidonium majus
250,ephedra sinica,383460-1,Ephedra sinica,Ephedra sinica Stapf,Ephedraceae,Species,Ephedra sinica,Ephedra sinica Stapf,383460-1,Ephedra,333041,Accepted,direct_wcvp_unique,Ephedra sinica
252,anethum graveolens l,837530-1,Anethum graveolens,Anethum graveolens L.,Apiaceae,Species,Anethum graveolens,Anethum graveolens L.,837530-1,Anethum,2638934,Accepted,direct_wcvp_w_author_unique,Anethum graveolens L.
254,cucurbita pepo l,292416-1,Cucurbita pepo,Cucurbita pepo L.,Cucurbitaceae,Species,Cucurbita pepo,Cucurbita pepo L.,292416-1,Cucurbita,2747186,Accepted,direct_wcvp_w_author_unique,Cucurbita pepo L.
257,cimicifuga racemosa,316204-2,Actaea racemosa,Actaea racemosa L.,Ranunculaceae,Species,Actaea racemosa,Actaea racemosa L.,316204-2,Actaea,2720998,Synonym,direct_wcvp_unique,Cimicifuga racemosa
258,thymus vulgaris,461765-1,Thymus vulgaris,Thymus vulgaris L.,Lamiaceae,Species,Thymus vulgaris,Thymus vulgaris L.,461765-1,Thymus,205645,Accepted,direct_wcvp_unique,Thymus vulgaris
259,prunus serotina,730262-1,Prunus serotina,Prunus serotina Ehrh.,Rosaceae,Species,Prunus serotina,Prunus serotina Ehrh.,730262-1,Prunus,2915966,Accepted,direct_wcvp,Prunus serotina
261,foeniculum vulgare,842680-1,Foeniculum vulgare,Foeniculum vulgare Mill.,Apiaceae,Species,Foeniculum vulgare,Foeniculum vulgare Mill.,842680-1,Foeniculum,2813604,Accepted,direct_wcvp_unique,Foeniculum vulgare
263,hedera helix,90723-1,Hedera helix,Hedera helix L.,Araliaceae,Species,Hedera helix,Hedera helix L.,90723-1,Hedera,96659,Accepted,direct_wcvp,Hedera helix
264,brassica nigra,287192-1,Mutarda nigra,Mutarda nigra (L.) Bernh.,Brassicaceae,Species,Mutarda nigra,Mutarda nigra (L.) Bernh.,287192-1,Mutarda,2682421,Synonym,direct_wcvp_unique,Brassica nigra
266,verbascum thapsus,770183-1,Verbascum thapsus,Verbascum thapsus L.,Scrophulariaceae,Species,Verbascum thapsus,Verbascum thapsus L.,770183-1,Verbascum,2453334,Accepted,direct_wcvp_unique,Verbascum thapsus
267,syringa reticulata (blume)h. hara,611156-1,Syringa reticulata,Syringa reticulata (Blume) H.Hara,Oleaceae,Species,Syringa reticulata,Syringa reticulata (Blume) H.Hara,611156-1,Syringa,356262,Accepted,knms_single,Syringa reticulata J. Jap. Bot. 17: 21 (1941) (Blume) H.Hara 1941
268,coptis chinensis franch,710313-1,Coptis chinensis,Coptis chinensis Franch.,Ranunculaceae,Species,Coptis chinensis,Coptis chinensis Franch.,710313-1,Coptis,2736105,Accepted,direct_wcvp_w_author_unique,Coptis chinensis Franch.
269,lycopersicon esculentum,316947-2,Solanum lycopersicum,Solanum lycopersicum L.,Solanaceae,Species,Solanum lycopersicum,Solanum lycopersicum L.,316947-2,Solanum,2496100,Synonym,direct_wcvp_unique,Lycopersicon esculentum
270,colchicum autumnale,533232-1,Colchicum autumnale,Colchicum autumnale L.,Colchicaceae,Species,Colchicum autumnale,Colchicum autumnale L.,533232-1,Colchicum,302771,Accepted,direct_wcvp_unique,Colchicum autumnale
272,hypericum perforatum,433719-1,Hypericum perforatum,Hypericum perforatum L.,Hypericaceae,Species,Hypericum perforatum,Hypericum perforatum L.,433719-1,Hypericum,516286,Accepted,direct_wcvp_unique,Hypericum perforatum
274,zanthoxylum americanum,775568-1,Zanthoxylum americanum,Zanthoxylum americanum Mill.,Rutaceae,Species,Zanthoxylum americanum,Zanthoxylum americanum Mill.,775568-1,Zanthoxylum,2470763,Accepted,direct_wcvp_unique,Zanthoxylum americanum
277,morus rubra,854710-1,Morus rubra,Morus rubra L.,Moraceae,Species,Morus rubra,Morus rubra L.,854710-1,Morus,2501906,Accepted,direct_wcvp_unique,Morus rubra
279,cassia senna,518323-1,Senna alexandrina,Senna alexandrina Mill.,Fabaceae,Species,Senna alexandrina,Senna alexandrina Mill.,518323-1,Senna,2703961,Synonym,direct_wcvp_unique,Cassia senna
280,mitchella repens,280970-2,Mitchella repens,Mitchella repens L.,Rubiaceae,Species,Mitchella repens,Mitchella repens L.,280970-2,Mitchella,128666,Accepted,direct_wcvp_unique,Mitchella repens
283,sida rhombifolia,235798-2,Sida rhombifolia,Sida rhombifolia L.,Malvaceae,Species,Sida rhombifolia,Sida rhombifolia L.,235798-2,Sida,2601837,Accepted,direct_wcvp_unique,Sida rhombifolia
284,brassica oleracea,279435-1,Brassica oleracea,Brassica oleracea L.,Brassicaceae,Species,Brassica oleracea,Brassica oleracea L.,279435-1,Brassica,2682457,Accepted,direct_wcvp_unique,Brassica oleracea
285,mahonia repens,31531-2,Berberis repens,Berberis repens Lindl.,Berberidaceae,Species,Berberis repens,Berberis repens Lindl.,31531-2,Berberis,2359304,Synonym,direct_wcvp_unique,Mahonia repens
286,berberis darwinii hook,273235-2,Berberis darwinii,Berberis darwinii Hook.,Berberidaceae,Species,Berberis darwinii,Berberis darwinii Hook.,273235-2,Berberis,2673673,Accepted,direct_wcvp_w_author_unique,Berberis darwinii Hook.
287,capsicum frutescens,316959-2,Capsicum frutescens,Capsicum frutescens L.,Solanaceae,Species,Capsicum frutescens,Capsicum frutescens L.,316959-2,Capsicum,2698515,Accepted,direct_wcvp_unique,Capsicum frutescens
288,thermopsis rhombifolia,521202-1,Thermopsis rhombifolia,Thermopsis rhombifolia (Pursh) Richardson,Fabaceae,Species,Thermopsis rhombifolia,Thermopsis rhombifolia (Pursh) Richardson,521202-1,Thermopsis,2443824,Accepted,direct_wcvp_unique,Thermopsis rhombifolia
289,aesculus hippocastanum,781594-1,Aesculus hippocastanum,Aesculus hippocastanum L.,Sapindaceae,Species,Aesculus hippocastanum,Aesculus hippocastanum L.,781594-1,Aesculus,2624517,Accepted,direct_wcvp_unique,Aesculus hippocastanum
292,juglans regia,442427-1,Juglans regia,Juglans regia L.,Juglandaceae,Species,Juglans regia,Juglans regia L.,442427-1,Juglans,2331747,Accepted,direct_wcvp_unique,Juglans regia
294,olea europaea,610675-1,Olea europaea,Olea europaea L.,Oleaceae,Species,Olea europaea,Olea europaea L.,610675-1,Olea,355112,Accepted,direct_wcvp_unique,Olea europaea
295,pulsatilla patens,30094592-2,Pulsatilla patens,Pulsatilla patens (L.) Mill.,Ranunculaceae,Species,Pulsatilla patens,Pulsatilla patens (L.) Mill.,30094592-2,Pulsatilla,2544200,Accepted,direct_wcvp_unique,Pulsatilla patens
296,aspalathus linearis,475647-1,Aspalathus linearis,Aspalathus linearis (Burm.f.) R.Dahlgren,Fabaceae,Species,Aspalathus linearis,Aspalathus linearis (Burm.f.) R.Dahlgren,475647-1,Aspalathus,2655801,Accepted,direct_wcvp_unique,Aspalathus linearis
297,citrus bergamotia,60454758-2,Citrus × limon,Citrus × limon (L.) Osbeck,Rutaceae,Species,Citrus × limon,Citrus × limon (L.) Osbeck,60454758-2,Citrus,2724035,Synonym,openrefine_unique,Rutaceae Citrus bergamota Raf.
298,trifolium pratense,523575-1,Trifolium pratense,Trifolium pratense L.,Fabaceae,Species,Trifolium pratense,Trifolium pratense L.,523575-1,Trifolium,2440043,Accepted,direct_wcvp_unique,Trifolium pratense
299,filipendula ulmaria,724943-1,Filipendula ulmaria,Filipendula ulmaria (L.) Maxim.,Rosaceae,Species,Filipendula ulmaria,Filipendula ulmaria (L.) Maxim.,724943-1,Filipendula,2921975,Accepted,direct_wcvp_unique,Filipendula ulmaria
300,rosa mutiflora,927374-1,Rosa multiflora,Rosa multiflora Thunb.,Rosaceae,Species,Rosa multiflora,Rosa multiflora Thunb.,927374-1,Rosa,2971876,Accepted,openrefine_best_priority,Rosaceae Rosa multiflora Thunb.
302,echinacea purpurea,1174497-2,Echinacea purpurea,Echinacea purpurea (L.) Moench,Asteraceae,Species,Echinacea purpurea,Echinacea purpurea (L.) Moench,1174497-2,Echinacea,2910452,Accepted,direct_wcvp_unique,Echinacea purpurea
303,symphytum officinale,120815-1,Symphytum officinale,Symphytum officinale L.,Boraginaceae,Species,Symphytum officinale,Symphytum officinale L.,120815-1,Symphytum,2475636,Accepted,direct_wcvp_unique,Symphytum officinale
304,ballota nigra,444976-1,Ballota nigra,Ballota nigra L.,Lamiaceae,Species,Ballota nigra,Ballota nigra L.,444976-1,Ballota,19633,Accepted,direct_wcvp_unique,Ballota nigra
305,curcuma longa,796451-1,Curcuma longa,Curcuma longa L.,Zingiberaceae,Species,Curcuma longa,Curcuma longa L.,796451-1,Curcuma,235249,Accepted,direct_wcvp_unique,Curcuma longa
306,fadogia agrestis schweinf. ex hiern,77067582-1,Vangueria agrestis,Vangueria agrestis (Schweinf. ex Hiern) Lantz,Rubiaceae,Species,Vangueria agrestis,Vangueria agrestis (Schweinf. ex Hiern) Lantz,77067582-1,Vangueria,83643,Synonym,direct_wcvp_w_author_unique,Fadogia agrestis Schweinf. ex Hiern
308,argemone mexicana l,18816-2,Argemone mexicana,Argemone mexicana L.,Papaveraceae,Species,Argemone mexicana,Argemone mexicana L.,18816-2,Argemone,2650509,Accepted,direct_wcvp_w_author_unique,Argemone mexicana L.
310,melissa officinalis,450084-1,Melissa officinalis,Melissa officinalis L.,Lamiaceae,Species,Melissa officinalis,Melissa officinalis L.,450084-1,Melissa,124103,Accepted,direct_wcvp_unique,Melissa officinalis
311,hydnocarpus wightiana,365635-1,Hydnocarpus pentandrus,Hydnocarpus pentandrus (Buch.-Ham.) Oken,Achariaceae,Species,Hydnocarpus pentandrus,Hydnocarpus pentandrus (Buch.-Ham.) Oken,365635-1,Hydnocarpus,2912431,Synonym,knms_single,Hydnocarpus wightianus Rumphia 4: 22 (1849) Blume 1849
312,coptis groenlandica,710328-1,Coptis trifolia,Coptis trifolia (L.) Salisb.,Ranunculaceae,Species,Coptis trifolia,Coptis trifolia (L.) Salisb.,710328-1,Coptis,2736111,Synonym,direct_wcvp_unique,Coptis groenlandica
314,capparis orientalis veill,77249506-1,Capparis spinosa subsp. rupestris,Capparis spinosa subsp. rupestris (Sm.) Nyman,Capparaceae,Subspecies,Capparis spinosa,Capparis spinosa L.,146789-1,Capparis spinosa,2697418,Synonym,direct_wcvp_w_author_unique,Capparis orientalis Veill.
315,achillea coarcata,173896-1,Achillea coarctata,Achillea coarctata Poir.,Asteraceae,Species,Achillea coarctata,Achillea coarctata Poir.,173896-1,Achillea,3109861,Accepted,openrefine_unique,Asteraceae Achillea coarctata Poir.
317,ficus natalensis hoechst,853264-1,Ficus natalensis,Ficus natalensis Hochst.,Moraceae,Species,Ficus natalensis,Ficus natalensis Hochst.,853264-1,Ficus,2811434,Accepted,autoresolution,Ficus natalensis
319,silybum marianum,249211-1,Silybum marianum,Silybum marianum (L.) Gaertn.,Asteraceae,Species,Silybum marianum,Silybum marianum (L.) Gaertn.,249211-1,Silybum,2901907,Accepted,direct_wcvp_unique,Silybum marianum
323,prunus spinosa l,730297-1,Prunus spinosa,Prunus spinosa L.,Rosaceae,Species,Prunus spinosa,Prunus spinosa L.,730297-1,Prunus,2921969,Accepted,direct_wcvp_w_author_unique,Prunus spinosa L.
324,mahonia fortunei (lindl. )fedde,106663-1,Berberis fortunei,Berberis fortunei Lindl.,Berberidaceae,Species,Berberis fortunei,Berberis fortunei Lindl.,106663-1,Berberis,2358498,Synonym,knms_single,Mahonia fortunei Bot. Jahrb. Syst. 31: 130 (1901) (Lindl.) Fedde 1901
326,medicago sativa,30234961-2,Medicago sativa,Medicago sativa L.,Fabaceae,Species,Medicago sativa,Medicago sativa L.,30234961-2,Medicago,2369031,Accepted,direct_wcvp_unique,Medicago sativa
327,cirsium undulatum,196156-1,Cirsium undulatum,Cirsium undulatum Spreng.,Asteraceae,Species,Cirsium undulatum,Cirsium undulatum Spreng.,196156-1,Cirsium,3042691,Accepted,direct_wcvp_unique,Cirsium undulatum
328,equisetum arvense,300073-2,Equisetum arvense,Equisetum arvense L.,Equisetaceae,Species,Equisetum arvense,Equisetum arvense L.,300073-2,Equisetum,2910663,Accepted,direct_wcvp_unique,Equisetum arvense
329,maranta arundinacea,280408-2,Maranta arundinacea,Maranta arundinacea L.,Marantaceae,Species,Maranta arundinacea,Maranta arundinacea L.,280408-2,Maranta,253261,Accepted,direct_wcvp,Maranta arundinacea
